"TL1a_DTT_284"	"TL1A_DTT_642"	"TL1a_DTT_173_Repeat"	"TL1A_FP_641"	"TL1A_FP_642"	"TL1A_FP_689"	"TL1a_FP_162"	"TL1a_DTT_174_Repeat"	"TL1A_DTT_673"	"TL1A_FP_638"	"TL1a_FP_88"	"TL1a_FP_140"	"TL1A_FP_626"	"TL1a_DTT_76_Repeat"	"TL1a_FP_230"	"TL1a_FP_89"	"TL1a_FP_207"	"TL1a_DTT_78"	"TL1a_DTT_231"	"TL1a_FP_234"	"TL1a_FP_205"	"TL1A_FP_640"	"TL1a_FP_65"	"TL1a_FP_128"	"TL1a_FP_64"	"TL1a_DTT_172_Re_extracted"	"TL1A_DTT_675"	"TL1a_FP_209"	"TL1A_FP_629"	"TL1a_DTT_268_Repeat"	"TL1a_FP_85"	"TL1a_DTT_267"	"TL1a_DTT_139"	"TL1a_FP_129"	"TL1A_DTT_626"	"TL1a_DTT_171"	"TL1a_FP_206"	"TL1a_FP_287"	"TL1a_FP_242"	"TL1A_DTT_629"	"TL1a_FP_86"	"TL1a_FP_77"	"TL1a_FP_245"	"TL1a_FP_198"	"TL1a_FP_161"	"TL1a_FP_266"	"TL1a_FP_127"	"TL1a_FP_76"	"TL1A_FP_676"	"TL1a_FP_73"	"TL1a_FP_102"	"TL1a_DTT_169_Re_extracted"	"TL1a_FP_197"	"TL1a_DTT_209"	"TL1a_FP_159"	"TL1a_DTT_160"	"TL1A_FP_677"	"TL1a_FP_132"	"TL1a_FP_98"	"TL1a_FP_75"	"TL1a_FP_130"	"TL1a_DTT_234"	"TL1a_FP_173"	"TL1A_FP_685"	"TL1a_DTT_74"	"TL1a_DTT_158"	"TL1a_DTT_269_Repeat"	"TL1a_DTT_161_Repeat"	"TL1a_FP_193"	"TL1a_FP_139"	"TL1a_FP_90"	"TL1a_DTT_141"	"TL1a_DTT_210"	"TL1A_FP_686"	"TL1A_FP_674"	"TL1A_FP_678"	"TL1a_FP_265"	"TL1a_FP_141"	"TL1a_FP_174"	"TL1a_FP_144"	"TL1a_FP_195"	"TL1a_FP_142"	"TL1A_DTT_674"	"TL1a_FP_158"	"TL1a_DTT_143_Repeat"	"TL1a_DTT_129"	"TL1a_DTT_265"	"TL1a_DTT_285"	"TL1a_DTT_144_Repeat"	"TL1a_DTT_241"	"TL1a_DTT_159"	"TL1a_FP_62"	"TL1A_DTT_627"	"TL1a_FP_157"	"TL1a_DTT_243"	"TL1A_FP_625"	"TL1a_DTT_127_Repeat"	"TL1a_DTT_205"	"TL1A_DTT_640"	"TL1a_DTT_206"	"TL1a_DTT_64"	"TL1a_DTT_287"	"TL1a_DTT_157_Repeat"	"TL1a_DTT_233"	"TL1a_DTT_62"	"TL1a_DTT_65"	"TL1a_DTT_242"	"TL1a_FP_231"	"TL1a_FP_284"	"TL1a_DTT_245_Repeat"	"TL1a_FP_74"	"TL1A_FP_630"	"TL1a_FP_267"	"TL1a_DTT_130_Repeat"	"TL1A_FP_639"	"TL1A_FP_673"	"TL1a_FP_172"	"TL1a_DTT_102_Repeat"	"TL1a_FP_269"	"TL1a_DTT_73"	"TL1a_DTT_195"	"TL1a_DTT_63"	"TL1a_FP_171"	"TL1A_FP_687"	"TL1a_DTT_85"	"TL1A_DTT_638"	"TL1a_DTT_86"	"TL1a_DTT_193"	"TL1A_FP_675"	"TL1a_FP_288"	"TL1a_FP_66"	"TL1a_DTT_207"	"TL1A_FP_637"	"TL1a_DTT_196_Repeat"	"TL1a_DTT_286"	"TL1a_DTT_90_Repeat"	"TL1a_FP_143"	"TL1a_DTT_131_Repeat"	"TL1a_DTT_230"	"TL1a_DTT_75"	"TL1a_DTT_61_Repeat"	"TL1a_FP_87"	"TL1a_FP_100"	"TL1a_FP_99"	"TL1a_DTT_246"	"TL1a_DTT_128"	"TL1a_DTT_283"	"TL1a_DTT_194"	"TL1a_FP_196"	"TL1a_DTT_100_Repeat"	"TL1a_FP_131"	"TL1A_FP_688"	"TL1a_DTT_198_Repeat"	"TL1a_DTT_97"	"TL1a_DTT_88_Repeat"	"TL1A_DTT_630"	"TL1a_FP_246"	"TL1a_DTT_229"	"TL1a_FP_169"	"TL1a_FP_270"	"TL1a_DTT_162_Repeat"	"TL1a_DTT_66"	"TL1a_FP_160"	"TL1a_FP_283"	"TL1a_FP_194"	"TL1a_FP_61"	"TL1a_FP_241"	"TL1a_FP_286"	"TL1a_DTT_140"	"TL1a_FP_229"	"TL1a_DTT_89_Re_extracted"	"TL1a_FP_78"	"TL1a_FP_210"	"TL1a_FP_208"	"TL1A_DTT_641"	"TL1a_DTT_244_Repeat"	"TL1a_FP_101"	"TL1a_DTT_99"	"TL1A_DTT_639"	"TL1a_DTT_87"	"TL1a_DTT_197_Repeat"	"TL1a_FP_244"	"TL1a_DTT_266"	"TL1a_FP_232"	"TL1a_DTT_270_Repeat"	"TL1a_FP_233"	"TL1A_DTT_687"	"TL1a_FP_63"	"TL1a_DTT_232"	"TL1A_DTT_689"	"TL1a_DTT_142_Repeat"	"TL1a_DTT_77"	"TL1a_DTT_98"	"TL1a_FP_243"	"TL1A_DTT_628"	"TL1a_FP_268"	"TL1a_FP_97"	"TL1a_FP_285"	"TL1A_FP_627"	"TL1a_DTT_288"	"TL1a_DTT_170"	"TL1a_DTT_101_Repeat"	"TL1a_DTT_208"	"TL1a_FP_170"
"03af966ff07ddef2b87da992b85b600b"	0	402	217	40	73	5	5409	83	338	224	0	1241	0	723	0	2611	0	688	0	0	0	12	732	0	501	0	0	0	2	0	0	0	2452	0	0	1873	0	0	0	788	0	1047	0	0	4340	0	0	298	15	2786	524	0	0	0	0	0	83	0	1095	1948	2033	0	0	820	5619	0	0	0	0	1076	198	3397	0	2220	0	4	0	1907	0	1062	0	0	0	0	17	0	0	0	15	0	0	4538	18	0	0	0	0	0	307	0	326	0	0	0	4415	426	0	0	0	0	1665	626	0	0	459	0	0	87	0	6519	0	3970	868	655	0	140	0	0	0	0	507	0	444	0	0	12	281	0	0	4667	192	0	1908	551	0	0	0	0	0	66	3	57	0	2428	12	1577	0	2085	2487	0	0	295	0	0	0	3031	0	0	2534	0	0	5478	0	0	353	0	0	2379	746	0	0	0	287	0	0	0	975	5564	0	112	0	764	1921	0	205	0	1419	0	0	0	1464	142	0	537
"63b26504f32377cd78d6068bffb86b9a"	0	816	689	85	57	14	12935	205	751	347	27	23713	21	675	0	8569	19791	2653	742	13	41149	15	12412	31	13571	933	0	38	2	22	0	0	16545	0	13	11553	35738	0	15879	2421	0	2189	188	7188	10531	0	0	1577	21	9244	1678	172	21093	954	0	193	60	0	16970	3772	7731	50	395	2159	9193	11	0	31	0	16654	657	21999	3326	3090	0	24	0	22752	2919	4374	0	2034	6	0	241	0	3	0	1125	8583	142	15824	53	0	6327	1	0	46148	994	30794	666	0	72	0	13705	906	6337	0	0	486	5264	530	0	0	660	5	21	310	1333	10193	0	12806	3566	2169	22	192	0	638	0	0	7752	34536	720	8	0	0	4720	0	0	7084	448	0	7713	3776	968	0	0	36	0	694	9	110	0	9952	29	2440	2151	4345	11830	12802	0	857	535	0	0	13992	6934	0	12019	0	876	12471	83	359	775	818	68	11351	600	0	0	7195	598	115	10	1397	1380	10420	10	282	272	2510	9572	12124	373	3671	7348	0	0	0	8290	310	1828	4094
"508524d40fa1145d6023b5a43a013f4c"	3	305	2947	2479	648	3548	2108	708	134	141	8	771	24	2269	0	1457	0	6651	0	14	0	1955	11560	12	2697	275	9	0	13	469	0	7	311	4	44	1777	0	1166	0	334	2	56397	351	2	1740	72	0	32507	18	1427	407	782	10	0	0	38	656	0	800	2355	1301	0	290	260	560	2	45	22	0	564	595	463	0	493	7	289	45	556	2574	2148	0	372	9	2	31	0	0	0	9	11	19	2035	27	0	0	34	0	5	369	0	20268	0	3	0	392	14490	9	0	0	0	1176	143	28	0	254	13	15	3	90	561	0	444	2071	275	0	101	0	31	2	170	18222	0	303	0	0	41	945	0	0	757	0	0	749	722	0	0	0	0	0	7	4	2978	0	507	12	357	65	876	777	16	0	14995	71	0	0	2772	0	187	226	0	25	3921	0	2	162	0	16	751	263	0	0	17	83	4	119	3	401	1854	0	2875	2	13535	655	0	132	23	407	2	13	6	920	50	0	1497
"901e24ec7d14fc177f7f9c15ab0f972d"	10183	2	0	4	8	0	213	39	131	2	12333	3	192	0	1853	28	0	0	1224	27	0	0	3	1800	2	221	213	497	0	17	8923	1501	6	1432	169	0	0	4880	0	0	17008	414	2573	186	42	11399	1617	1670	3	2	9163	8250	959	0	2511	3034	5	9930	5	184	27	22	4144	0	56	1193	0	169	6847	4	868	0	0	0	989	0	8034	2	1722	12	5939	1098	187	6412	0	1116	421	12986	0	4	4159	4	93	17520	4	258	1772	4	5	0	0	405	2419	6	0	0	0	1338	26892	0	1490	92	6788	166	0	977	472	0	143	0	2909	0	3	0	7776	0	5934	3914	533	890	885	9	0	31	79	424	667	0	312	0	0	12857	3464	0	1900	1100	8369	3530	3815	0	91	42	0	2	369	0	400	15	5	24	150	0	1702	7991	8504	2	3	1592	0	1233	682	30	5558	155	0	0	12540	156	0	10603	72	69	2150	20	84	12	0	2	9	37	3	0	3	3	16	2487	0	17897	141	5	301	0	10	4
"b4d6edf2fed7f3c5477d370559a3a9cf"	0	1822	1483	283	139	60	33456	763	1206	2963	79	31924	160	651	0	29176	0	1174	4409	158	0	79	25373	253	31040	7644	2	60	5	81	0	1	21046	48	29	25195	0	4	58427	4416	0	2383	3492	94	30217	28	1	1941	98	9075	4115	446	0	0	0	712	281	12	36494	15655	34602	220	1028	4338	8200	41	0	0	7	21821	2603	24556	0	6801	13	52	2	24261	2407	44310	0	12376	10	57	164	1	13	3	1280	46926	507	6276	91	0	47671	15	0	0	1831	0	299	0	136	2	7118	514	40185	0	0	5376	8516	433	21	0	4997	37	35	418	5808	12483	8	8218	42614	5218	71	1521	0	813	0	36	15451	129	5192	0	0	0	26439	29	0	6565	233	0	15039	40394	8666	8	2	250	7	410	26	273	0	18243	0	4975	18151	33040	16634	67547	0	375	2035	0	5	2666	40002	5	14851	0	6300	6375	25	23	1690	4972	243	22364	4242	0	0	38165	4242	4	250	5860	2674	5747	27	424	374	984	26555	71779	970	11386	28049	0	15	0	15217	455	0	42185
"668fdb718997fc1589c7817655d4bb5f"	0	149	645	33	16	2	5869	295	376	304	682	4437	48	569	0	4358	0	751	1	3	0	11	3209	296	1892	291	21	121	3	0	719	367	2850	175	37	7446	2	5465	0	369	694	1988	1088	27	5178	783	212	976	14	7373	2917	2333	208	0	244	324	22	890	3294	12590	3516	0	840	325	3711	43	0	14	613	2213	201	3259	0	523	54	8	1437	2357	929	7840	1051	2262	20	215	123	154	173	0	98	0	365	10157	26	279	0	85	196	0	197	0	361	4	215	0	3056	654	0	0	0	0	8085	157	783	0	542	76	69	16	51	6516	838	2207	7022	239	623	258	370	1304	34	1470	2154	0	637	14	12	31	4371	3	0	2580	299	687	1536	3161	165	95	13	1392	738	42	18	25	29	2448	57	427	255	1295	4629	19	12	714	602	0	1206	8344	0	642	2410	0	51	11510	1045	42	149	17	782	2972	520	779	19	51	223	0	73	2	215	11656	0	98	0	789	2999	0	79	374	2302	0	23	0	4809	106	0	5863
"3ab752181b720a897cf1adc0c7670bf9"	0	41	0	120	37	135	0	0	60	70	0	0	6	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	36	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	151	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	125	0	0	0	0	0	0	0	0	340	0	29	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	212	0	0	0	2	0	0	0	121	5	0	45	0	0	0	0	26	0	0	0	0	0	0	0	0	0
"49055a9349c33068620cb727c8bb95d3"	0	192	0	31	86	7	0	0	73	7	196	0	890	0	0	0	0	0	0	0	0	36	0	0	0	5	510	0	516	14	492	0	0	0	469	0	0	0	0	9	244	21	0	0	0	0	0	80	68	0	189	4	8	0	0	0	23	2	0	3	0	0	3	0	0	0	0	0	0	0	60	0	0	0	341	73	0	0	0	0	0	0	378	0	0	0	0	0	0	3	0	0	213	0	0	1074	0	0	120	0	0	0	0	0	0	0	0	0	0	0	37	616	0	0	0	922	0	0	1	0	0	0	0	0	411	0	181	0	248	0	27	0	0	0	2	16	0	0	0	0	0	195	121	0	80	0	0	0	0	0	15	144	0	0	73	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2	0	0	62	0	160	7	2	405	0	0	0	0	0	0	0	0	0	54	0	0	0	0	157	0	0	0	447	0	0	0	0	0
"464a52deb6e8c4e2b57d980a8d18f04c"	0	0	163	6	25	59	95	137	42	0	0	4	0	0	0	114	3	0	0	0	4	0	0	0	0	327	0	3	0	36	0	0	28	0	0	63	3	0	0	0	0	0	2	10	63	0	0	207	0	0	11	0	0	23	0	95	0	0	5	3	74	0	0	0	0	2	0	29	0	7	76	58	9	0	0	37	0	7	0	10	0	6	2	0	0	0	0	0	0	5	2	0	0	2	4	0	6	18	12	8	0	0	4	0	0	0	3	0	0	55	0	4	0	10	0	2	22	6	0	0	0	0	12	0	23	0	0	0	0	0	0	11	0	0	0	11	3	0	2	0	0	0	175	6	12	0	0	0	0	0	0	2	0	661	0	4	9	110	70	0	0	0	6	0	0	0	0	0	44	0	0	0	0	21	6	638	0	9	0	0	0	0	15	0	0	0	0	0	4	3	608	0	0	0	0	0	8	0	0	7	36	1	201	15
"4908017090823380efa89d3e236c811e"	110	36	0	6	8	15	0	0	36	0	652	0	75	0	6	2	0	0	10	6	0	8	0	0	0	13	38	10	77	0	854	0	0	0	71	0	0	28	0	3	1048	3	30	65	0	0	0	68	0	4	506	48	36	0	0	13	8	8	0	10	0	9	53	0	0	3	0	0	127	0	46	0	0	0	23	6	0	0	48	0	75	0	21	2	0	0	0	122	16	0	13	0	32	8	0	93	4	0	24	0	0	70	8	48	0	0	0	8	384	0	95	42	0	0	0	79	4	0	4	0	39	0	0	0	1005	0	432	90	32	83	68	0	0	81	18	211	0	0	0	0	0	673	257	0	236	0	302	55	46	0	7	15	106	0	89	24	5	0	0	0	0	0	25	266	100	0	0	49	0	7	20	0	69	5	29	0	553	14	0	637	51	0	26	0	0	4	0	0	3	9	0	0	0	0	37	0	0	86	44	17	0	0	0	0
"74eae83073aa4e2f5ba8279fb468a064"	1295	49	0	4	5	2	0	0	42	0	0	0	47	0	0	0	0	0	0	0	0	6	0	0	0	173	77	8	0	0	0	88	0	0	38	0	0	22	0	3	0	0	159	0	0	70	0	0	2	0	0	1070	319	0	0	0	10	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	102	2	26	0	15	0	0	0	152	0	0	0	48	1357	0	15	0	0	68	0	0	33	0	0	32	0	0	84	0	0	0	0	0	0	297	0	0	41	98	0	0	96	54	0	83	0	0	0	0	0	0	0	0	0	154	39	0	0	0	0	20	0	0	0	0	0	0	0	7	0	0	0	1559	0	6	0	0	7	0	0	0	23	84	0	0	0	0	0	0	1190	0	0	0	146	0	0	305	0	17	0	20	0	0	0	0	0	0	7	39	0	10	2	0	0	0	5	0	0	0	0	29	56	0	2416	107	5	0	0	0	0
"7d1e0ce268d40f6d52cffecca53434ea"	1717	335	0	19	30	9	74	100	78	3	657	0	233	29	2825	5	0	0	756	8608	2	17	0	4	0	73	937	0	738	38	915	0	2	3	509	0	2	618	3	7	669	18	544	32	20	2	5	176	15	3	531	2080	56	0	0	5	24	2	2	14	9	4686	515	0	0	0	602	11	19	0	111	0	89	0	239	61	5	7	450	18	3	195	528	0	53	2	11	2726	62	6	2	6	320	6	4	387	15	0	216	0	2	641	0	6466	0	0	0	2312	6260	0	108	295	0	16	0	534	63	0	19	3	2	3	5	0	555	3	349	4	353	9652	67	12	0	0	2165	141	495	48	411	0	295	662	309	0	219	4	5253	21	2	76	4	44	2	0	87	105	98	23	17	3	0	0	359	4964	0	2	4	880	3	2177	105	10	5	0	151	151	607	0	0	253	0	15	300	73	3	794	0	0	1820	31	163	0	4	0	470	4	0	5386	269	2237	5	119	276	29
"d7a480ef3329cd35e94fd58956fa41e1"	432	120	0	24	22	12	59	2	28	0	914	2	136	0	50	2	2	0	273	139	0	9	0	1	0	160	159	453	620	3354	1163	210	0	0	260	0	3	5003	0	0	1046	20	1536	2363	5	1067	0	231	17	2	743	3903	1621	0	2	0	12	2	3	17	5	0	1819	0	0	0	504	10	7968	0	104	2	0	0	21	12	1161	0	3694	1	4639	51	91	0	0	2	228	795	0	0	0	0	120	0	0	245	21	2	67	2	0	149	0	0	0	0	0	50	2945	0	118	190	683	37	0	121	109	0	3376	0	1494	0	4	0	742	0	338	3209	30	2737	61	6	0	3441	444	286	55	77	22	0	16	938	337	0	263	0	1537	2565	3625	5	25	34	3141	0	50	7	352	0	0	445	0	0	95	1366	6316	0	0	1448	0	37	547	2	4389	107	61	0	984	9	0	462	2115	99	761	0	2580	16	0	0	38	22	0	0	0	4	221	533	0	1077	113	117	7	0	0	12
"cc2d96099f530b503371e5ddca8c0a58"	0	0	0	73	120	653	0	0	14	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"46bd431314d551a4394037b4b0e5f9da"	726	1128	0	37	46	22	37	0	199	9	253	0	721	0	2237	0	0	0	1034	4156	0	38	0	0	0	158	832	8	2277	192	376	0	0	0	1679	0	0	53	0	35	278	25	176	32	4	0	0	198	15	0	225	902	201	0	0	0	42	3	0	5	2	6334	230	0	0	0	0	0	6	0	8	0	81	0	244	22	0	0	38	0	0	0	634	0	0	0	22	1124	0	4	0	0	1072	0	4	1205	26	0	634	0	0	339	0	4784	0	0	0	2060	2593	9	43	405	0	49	0	525	25	0	48	0	0	0	0	0	298	9	127	0	225	516	19	10	0	0	227	41	4	134	475	0	0	269	319	0	102	11	1664	76	9	60	26	136	7	0	71	324	65	19	0	2	0	0	0	1404	0	0	0	204	0	1992	290	7	4	2	364	5	268	0	4	153	0	10	1001	44	0	207	0	0	906	49	0	0	0	0	1002	4	0	2464	963	361	9	0	87	0
"62168286e8723c258e311dca841af696"	0	25	78	153	65	273	85	2	32	26	0	74	2	100	0	127	154	196	3	0	182	183	258	0	84	54	0	502	0	0	0	0	101	0	0	59	203	0	94	36	0	904	1971	80	65	0	0	971	5	172	62	0	75	46	0	0	36	0	101	279	73	26	98	35	128	0	0	5	0	80	62	77	29	44	0	58	0	83	171	163	0	46	0	0	0	0	0	0	32	65	0	173	0	0	25	0	0	101	22	63	625	0	38	0	44	175	18	0	0	239	66	11	0	0	41	2	0	0	14	120	0	25	154	212	0	13	0	0	0	0	343	60	80	0	0	0	92	0	0	51	0	0	82	272	263	0	0	0	0	35	0	196	0	171	0	106	1120	92	84	74	0	232	7	0	0	358	32	0	0	0	59	355	29	574	24	183	2	85	37	0	0	795	8	0	0	15	28	188	2	25	0	126	90	69	2	28	153	0	0	0	36	10	101	140
"f66c5718c01e5c00a45a2fac7601810a"	0	21	210	180	48	111	833	143	75	67	3	636	4	239	0	1280	1862	2278	67	0	439	270	594	0	228	285	0	117	0	0	0	0	537	0	0	1226	1085	0	1175	35	1	359	678	1833	643	0	0	856	4	1710	302	25	2204	509	0	37	54	0	661	1683	1062	42	57	28	1395	3	0	31	0	1070	120	1261	137	42	0	60	0	672	386	1812	0	418	0	4	0	0	0	0	208	502	34	625	0	0	561	0	0	805	54	552	1428	0	0	7	1032	3236	338	0	0	861	298	11	0	0	224	5	8	92	120	970	0	1175	1560	110	7	46	0	57	0	0	413	699	303	0	0	5	895	0	0	1106	6	0	684	2174	1135	0	0	0	0	59	2	29	0	1283	0	68	632	1719	1828	1112	0	4167	43	0	0	2403	347	0	904	0	373	1650	32	289	21	909	9	1946	178	0	0	1165	161	3	7	146	51	1112	3	17	0	2027	1788	1247	21	253	1979	0	0	0	856	54	316	1328
"1d5c469bc3a0da4471c67e502fa56e36"	0	0	0	55	7	58	12	38	0	2	0	4	0	0	0	6	13	5	0	0	9	88	26	0	10	3	0	61	0	0	0	0	0	0	0	2	11	0	0	2	0	72	0	4	10	0	0	66	0	15	4	0	6	6	0	0	16	0	8	10	6	0	19	4	5	0	0	0	0	21	25	0	0	4	0	0	0	2	42	17	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	9	12	29	0	0	0	2	5	0	0	0	0	9	0	0	0	2	0	0	0	0	10	0	0	16	7	0	3	0	0	0	0	48	8	0	0	0	0	2	0	0	0	0	0	10	10	0	0	0	0	0	0	0	35	0	2	0	4	0	36	21	0	0	22	0	0	0	22	0	0	6	0	16	33	6	112	3	0	0	3	5	0	0	0	2	0	0	0	7	15	0	24	0	17	2	0	0	0	9	0	0	0	0	0	2	8
"51e441cbdcc80da0656e82293ae160b5"	0	267	346	39	22	7	3325	66	92	270	13	4629	0	139	0	3920	22914	372	1009	0	14069	11	436	0	556	100	0	0	0	99	0	0	2576	0	0	2798	12490	0	17388	678	0	304	245	4660	2701	0	0	89	11	2749	613	0	5208	379	0	37	27	0	2009	1614	3493	50	127	612	1684	0	0	0	0	1746	223	2713	431	1018	0	6	0	1713	1288	1842	0	695	0	0	0	0	0	0	151	13289	0	1338	12	0	9477	0	0	12638	291	8836	123	0	70	0	1327	135	9072	0	0	843	1854	147	0	0	551	0	18	8	1451	2423	0	1075	1330	660	2	172	0	0	0	0	263	11039	488	0	0	4	1562	0	0	1202	0	0	2487	591	1831	0	0	0	0	115	1	23	0	2301	0	797	2315	4135	3965	15602	0	166	129	0	0	769	10119	0	2000	0	747	1161	0	72	238	1288	5	2457	540	0	0	8381	599	63	0	119	238	983	14	63	0	342	2373	13930	100	4315	1149	0	0	0	2260	127	458	2345
"a1dd0a51310e49764a561446e9e13e0c"	0	0	0	8	15	3	0	0	16	0	209	0	124	0	0	0	0	0	0	0	0	8	0	0	0	0	126	0	430	0	371	0	0	0	97	0	0	0	0	3	381	13	0	5	0	0	0	0	9	0	201	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	6	0	39	0	0	0	72	14	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	52	0	0	200	0	0	0	0	0	25	0	0	0	0	0	0	0	0	13	137	0	0	0	158	0	0	0	0	0	0	0	0	364	0	206	0	25	0	21	0	0	0	3	41	0	0	0	0	0	198	123	0	100	0	0	0	0	0	0	15	0	0	118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	184	2	0	326	0	0	0	0	0	0	0	0	0	8	0	0	0	0	133	0	0	0	74	0	0	0	0	0
"6f2414f3216c719e8f1a44de9f625c94"	2676	225	0	11	31	6	194	10	237	1	5858	0	401	29	11447	0	0	0	1941	257	0	5	0	9766	0	696	442	524	0	95	6628	3789	0	6570	347	0	0	5516	0	0	6689	275	1819	413	0	2792	10212	753	12	0	5212	5278	781	0	12727	8094	13	25957	0	66	0	834	4164	0	26	2403	5	338	3945	0	390	0	39	0	1198	11	4772	0	8259	12	4573	6402	406	10838	30	3421	573	5440	106	0	12995	0	154	28564	0	757	5843	0	121	0	0	266	7394	81	0	0	0	10648	6825	8	731	217	3985	91	0	1431	281	0	145	0	3686	0	0	0	4098	0	2377	5885	919	1367	348	0	0	40	4243	443	4135	0	1594	0	0	6271	2214	0	1670	3642	4032	6323	3462	0	75	101	296	0	68	28	446	14	0	0	175	0	11171	4473	5731	0	0	1222	0	7683	1304	0	4745	126	66	218	6664	0	0	3990	40	8	82	88	257	11	0	0	59	55	0	0	0	0	40	1828	0	6385	244	11	560	6	18	54
"71d66ceaddb03115b1c894ff4284735c"	268	156	0	11	4	5	40	0	32	2	301	0	71	0	564	0	0	0	140	1400	0	16	0	140	0	173	171	18	209	786	456	129	0	101	91	0	0	1964	0	3	273	15	692	381	11	713	319	95	52	0	286	1791	196	0	61	121	29	306	0	11	17	853	713	0	0	11	364	0	197	2	26	2	88	0	308	59	657	0	1055	8	105	143	147	19	0	89	62	568	0	4	48	3	35	94	0	103	95	1	89	0	0	328	29	614	0	0	0	484	1617	0	57	79	559	211	0	480	66	0	2739	0	49	0	0	0	231	0	99	119	292	1945	34	5	0	177	295	37	109	0	62	0	0	329	50	0	103	102	1188	129	102	0	190	29	40	0	0	35	111	2	2	318	20	0	737	749	190	0	0	1053	0	378	287	7	160	6	64	25	327	2	3	202	52	50	254	210	1664	1304	0	0	581	23	0	0	0	2	117	692	0	2190	56	203	7	0	80	3
"37dac50f454a3cf754e83790eee77108"	0	922	457	84	52	25	9143	237	474	881	56	12691	35	475	0	12007	0	1314	0	0	0	19	1482	65	2376	373	0	0	4	0	0	0	6785	14	21	8193	0	0	0	3004	0	1302	0	15	6320	0	3	978	23	8370	2141	95	2	0	3	236	116	20	10214	9604	11139	0	88	2921	5860	19	0	13	2	1283	766	9376	0	4411	9	14	0	3672	317	8956	0	2491	2	14	160	0	33	0	730	3	141	15266	45	0	0	2	6	0	992	0	340	0	111	0	6255	463	0	2	0	0	10163	492	0	0	1691	11	2	219	3	9774	0	6601	7252	3250	20	637	3	64	0	0	992	0	1967	0	0	35	5836	0	0	4652	618	2	4835	5500	0	0	0	0	2	200	3	129	0	5098	0	2863	0	5846	4070	0	0	460	378	0	2	10801	0	0	3725	0	0	6480	0	0	1083	0	72	7235	1444	0	0	0	668	0	2	0	1519	5146	0	192	7	1533	7393	0	570	0	2266	2	6	0	4941	91	0	10068
"9d85dd1a9b3165337c7b7923f7859858"	0	480	90	52	28	14	4474	34	311	1042	22	2881	63	188	0	4041	0	169	0	0	0	9	2808	24	1974	155	0	0	0	0	0	0	1719	3	8	1967	0	0	0	1178	0	669	0	4	3910	0	0	301	17	2431	1091	33	0	0	1	59	13	4	3684	5087	3115	0	62	1113	2065	3	0	0	0	1516	334	2400	0	2008	5	5	0	1850	226	3023	0	857	5	2	4	0	0	0	196	6	60	5267	30	0	0	4	0	0	550	0	168	0	60	0	1732	201	0	0	0	0	2923	236	0	0	1441	4	0	19	2	2778	0	1466	2481	1262	20	730	0	62	0	0	1785	0	1642	0	0	0	1716	0	0	1355	56	0	2142	3244	0	0	0	0	0	36	12	72	0	2262	0	1409	0	2732	1469	0	0	160	196	0	0	3781	0	0	1326	0	4	4809	0	0	482	0	41	2910	1107	0	0	0	391	0	0	0	878	4660	0	120	5	348	2943	0	217	0	2290	0	3	0	1190	17	0	2281
