#OTU ID,TILC-IL22-DTT-982,TILC-IL22-DTT-1047,TILC-IL22-DTT-940,TILC-IL22-DTT-939,TILC-IL22-DTT-961,TILC-IL22-DTT-966,TILC-IL22-DTT-1004,TILC-IL22-DTT-937,TILC-IL22-DTT-1078,TILC-IL22-DTT-962,TILC-IL22-DTT-914,TILC-IL22-DTT-933,TILC-IL22-DTT-1083,TILC-IL22-DTT-1040,TILC-IL22-DTT-1081,TILC-IL22-DTT-932,TILC-IL22-DTT-1039,TILC-IL22-DTT-979,TILC-IL22-DTT-1014,TILC-IL22-DTT-964,TILC-IL22-DTT-918,TILC-IL22-DTT-1042,TILC-IL22-DTT-980,TILC-IL22-DTT-1080,TILC-IL22-DTT-1010,TILC-IL22-DTT-1046,TILC-IL22-DTT-1050,TILC-IL22-DTT-1006,TILC-IL22-DTT-983,TILC-IL22-DTT-1048,TILC-IL22-DTT-934,TILC-IL22-DTT-1044,TILC-IL22-DTT-1008,TILC-IL22-DTT-1045,TILC-IL22-DTT-1007,TILC-IL22-DTT-965,TILC-IL22-DTT-1082,TILC-IL22-DTT-1003,TILC-IL22-DTT-1077,TILC-IL22-DTT-1005,TILC-IL22-DTT-1009,TILC-IL22-DTT-917,TILC-IL22-DTT-1049,TILC-IL22-DTT-984,TILC-IL22-DTT-931,TILC-IL22-DTT-1085,TILC-IL22-DTT-935,TILC-IL22-DTT-981,TILC-IL22-DTT-1076,TILC-IL22-DTT-1079,TILC-IL22-DTT-1075,TILC-IL22-DTT-915,TILC-IL22-DTT-913,TILC-IL22-DTT-1043,TILC-IL22-DTT-1041,TILC-IL22-DTT-1012,TILC-IL22-DTT-938,TILC-IL22-DTT-936,TILC-IL22-DTT-1011,TILC-IL22-DTT-963,TILC-IL22-DTT-1084,TILC-IL22-DTT-1013
f04881e51f8f2d5dec562f646a8a0134,0,0,2,4,54,0,0,187,0,100,30,5,19,86,9,79,0,60,0,0,0,0,39,0,35,13,0,0,0,0,2,0,0,15,0,0,32,2,2,4,15,0,0,0,64,0,0,0,6,0,5,2,0,0,2,0,285,2,10,8,0,0
99a4ed062eaecb05baabcb9727e1dfcb,2,0,0,0,28,0,15,45,0,35,26,0,2,9,20,56,0,12,0,0,0,0,40,0,17,8,0,0,0,0,2,0,0,0,2,0,28,18,6,26,3,0,0,0,75,2,0,0,52,0,30,0,0,0,0,0,27,0,0,0,0,0
57a9dca410ed4793406ea8226b508df6,0,0,0,0,6,0,21,23,0,6,10,2,8,18,12,8,25,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,2,4,0,8,45,0,0,0,16,0,0,0,4,0,0,4,15,0,0,0,0,0,15,0,0,2
b3464ad10551079b526a252dc2ec1693,0,0,0,0,14,0,0,4,0,10,0,0,16,66,42,20,7,81,0,0,0,0,2,0,2,29,0,0,0,0,0,0,0,6,0,0,84,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
bae0776891dade9267938c82611211a2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,64,0,66,0,0,0,0,15,0,0,10,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5f23ebcfcad4df50a4bfad3cee54aab9,0,0,0,0,0,0,0,0,0,2,12,0,0,1,0,0,1,40,0,0,0,0,5,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,5,0,2,0,3,0,0,0,4,0,0,0
64350298ac72f0e2b43719d4548c2217,2,0,0,0,12,0,8,24,0,11,0,0,2,2,20,12,0,46,0,0,0,0,36,0,6,6,7,0,0,2,0,0,0,0,0,0,12,8,10,0,0,0,0,33,18,0,0,0,38,0,32,0,2,0,0,0,29,10,0,0,0,0
f91bc8d5c4b417fd04022b6afb47b02a,0,0,0,0,2,0,0,22,0,2,7,2,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,15,6,0,0,0,0
3214a96cdb6b838015701ab2f9d68c00,0,0,0,0,0,0,44,8,0,0,5,1,0,43,7,0,37,55,0,0,0,0,9,0,26,0,0,0,0,0,0,0,0,0,0,0,18,30,11,39,10,0,0,0,0,0,0,0,55,0,28,0,0,0,0,0,9,0,0,0,0,0
0d9934ab3b01a0bcdbd26b983bb1abbd,0,0,0,9,55,0,6,15,0,57,20,8,0,11,9,24,0,63,0,0,0,0,43,0,21,0,0,0,0,0,0,0,0,0,0,0,2,85,12,32,7,0,0,18,52,0,0,3,9,0,7,3,7,0,6,0,72,0,0,12,0,0
6b45b00aac419b63838c3d902db81e49,0,0,3,2,0,0,0,14,0,0,43,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,20,0,0,0,32,0,0,0,0,0
de3292a92526efb93fe2f7f9d919a899,0,0,0,2,6,0,3,20,0,7,14,0,2,18,0,9,0,0,0,0,0,0,11,0,9,4,0,0,0,0,0,0,0,2,0,0,3,4,0,3,2,0,0,0,37,0,0,0,0,0,5,2,9,0,2,0,20,0,4,4,0,0
1119b0b0608655b5f9b0cb3865efe1a1,0,0,0,0,0,0,0,5,0,0,17,0,0,8,0,4,0,0,0,0,0,0,2,0,3,6,0,0,0,0,0,0,0,0,0,0,7,21,0,15,0,0,0,0,10,0,0,0,3,0,0,0,1,0,0,0,18,3,0,0,0,0
4e7d4f50949a8e65e5b063bf5ba7a064,0,0,0,0,2,0,0,2,0,5,7,0,0,4,3,9,0,0,0,0,0,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,5,4,2,2,2,0,0,0,0,0,0,0,9,0,17,0,4,0,0,0,5,0,5,3,0,0
6d2b0b86123efffa3a38c115dd4dfbed,0,0,0,2,0,0,5,10,0,0,7,0,0,24,2,2,19,4,0,0,0,0,10,0,10,4,0,0,0,0,0,0,0,3,0,0,2,11,5,12,3,0,0,2,30,0,0,0,18,0,8,0,0,0,0,0,10,0,3,0,0,0
75324ac4bc655b41c13c1e70ae4c7379,0,0,0,0,0,0,4,0,0,2,0,3,4,17,3,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,23,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0
24d85f159f2081c049be325ea9a9bdac,0,0,0,0,0,0,11,4,0,0,2,14,39,90,99,149,13,149,0,0,0,0,41,0,85,2,0,0,0,0,0,0,0,2,0,0,297,24,25,32,103,0,0,0,139,0,0,0,74,0,32,0,9,0,8,0,5,0,34,0,8,0
f8570c1cefcb885476dfcd4395505832,0,0,0,0,0,0,6,30,0,2,15,0,2,62,1,15,0,31,0,0,0,0,1,0,59,8,0,0,0,0,0,0,0,4,0,0,8,13,0,9,83,0,0,0,34,0,0,0,2,0,0,0,8,0,3,2,33,0,11,0,0,4
6f6dcaba18619775fbbb5376fa4b3382,0,0,0,0,17,0,0,0,0,12,0,0,0,126,4,0,15,24,0,0,0,0,2,0,10,7,0,0,0,0,0,0,0,3,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0
8242fad58be4334cc489a158cff22d15,0,2,0,0,6,0,6,0,0,6,4,6,10,89,29,24,14,29,0,0,0,0,2,0,4,6,0,0,0,0,0,0,0,3,0,0,20,11,40,6,2,0,0,10,49,0,0,0,49,0,15,2,0,0,4,0,6,0,3,2,0,0
ef670567c869682591d2f44c78784fa2,0,0,0,0,40,0,6,6,0,36,18,0,0,8,1,18,0,11,0,0,0,0,33,0,17,0,0,0,0,0,3,0,0,0,0,0,0,68,4,19,4,0,0,7,33,0,0,0,11,0,3,2,1,0,0,0,41,2,0,7,0,0
cda4d243ad8b0e0814bd96abfbc9f6d5,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,14,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,5,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
e4361b0faa955233252e8da7a1e83794,0,0,0,0,0,0,11,4,0,0,0,0,0,40,0,7,0,15,0,0,0,0,5,0,2,18,0,0,0,0,0,0,0,4,0,0,2,13,0,11,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18584d712d0f4e93b1460265472dc854,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,22,0,4,0,0,0
5d219e8d41e6dcf10c02e9c081195d14,0,0,0,0,0,0,6,10,0,0,0,0,0,21,9,1,0,11,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,12,4,8,3,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,4,0,2,0,0,0
23d5a6e0455c0f02222837ca67a71aeb,0,5,0,0,9,0,12,1,0,2,6,0,4,17,7,32,0,152,0,0,0,0,2,0,42,86,0,0,0,0,0,0,0,0,0,0,16,32,44,33,16,0,0,1,54,0,0,0,128,0,13,2,0,0,0,0,11,0,2,0,0,0
48bba3e416e07199f393dc0b98cefc4d,0,0,2,0,5,0,3,14,0,9,37,8,3,7,3,51,0,38,0,0,0,0,31,0,6,0,0,0,0,0,2,0,0,0,0,0,6,13,31,6,7,0,0,5,49,0,0,0,63,0,15,4,12,0,0,0,23,0,0,0,0,0
7a1a5bc15de5d06ccdb59fcb8de4850d,0,0,0,0,2,0,0,0,0,4,5,0,8,26,6,23,12,9,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,27,0,8,2,0,0,0,0,14,0,0,0,11,0,3,0,0,0,2,0,0,0,2,2,0,0
3276111302394fa2eb8896e378ce1b9c,0,0,0,0,9,0,2,0,0,24,0,0,2,83,1,0,0,43,0,0,0,0,0,0,12,5,3,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,4
db88fcb38f0afe4e65277860b2242a2e,0,0,0,0,2,0,4,4,0,0,3,2,0,0,3,7,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,2,0,0,3,3,5,2,2,0,0,0,10,0,0,0,10,0,4,0,11,0,0,0,5,0,0,0,0,2
edd7c17ee149e021f5db8c6475676a3e,0,2,0,0,4,0,0,0,0,1,3,2,0,56,1,4,0,24,0,0,0,0,30,0,15,74,0,0,0,0,0,0,0,0,0,0,1,0,10,0,3,0,0,0,0,0,0,0,23,0,6,3,0,0,1,0,6,0,1,1,0,0
6d570ad8801de6daa1d423f864ed6091,0,0,0,0,0,0,0,0,0,0,2,3,1,13,0,11,0,0,0,0,0,0,9,0,4,4,2,0,0,0,0,0,0,3,0,0,2,3,15,5,0,0,0,5,0,0,0,0,9,0,3,0,0,0,2,0,7,0,0,0,0,0
bee9da99b8b1df07896c9e253619acc6,0,0,0,0,8,0,0,2,0,3,4,0,0,8,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
d95878bf14e30d087588cfe920b46018,0,0,0,0,0,0,4,1,0,1,1,3,0,13,3,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0
62577b3d80d526df8050a2665f9d7404,0,0,0,0,0,0,0,4,0,0,0,0,3,17,0,2,0,42,0,0,0,0,3,0,15,4,0,0,0,0,0,0,0,5,0,0,9,4,24,4,9,0,0,2,10,0,0,0,32,0,13,0,0,0,0,0,3,0,14,0,0,0
b01d8fab4449ec8307bd8351512b05af,0,0,0,2,0,0,0,3,0,0,0,2,15,31,8,16,0,9,0,0,0,0,9,0,35,11,0,0,0,2,0,0,0,2,0,0,40,14,46,6,9,0,0,0,22,0,0,0,72,0,18,0,3,0,5,0,22,0,4,0,0,0
8f98fb8693ed59c21399d83ce2d10724,0,0,0,0,50,0,7,85,0,25,79,0,6,14,49,0,657,10,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,2,0,0,8,0,0,0,13,0,0,2,0,0,0,0,2,0,14,4,63,0,0,0,19,0,0,5,3,0
8c18fc84f4d63716d53d228cd6fcbab0,0,0,0,0,0,0,0,7,0,8,5,0,0,4,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,3,0,0,0,4,0,0,0,8,0,10,3,0,0,0,0,0,0,0,2,0,0
db97325ce1bae9ce9722bcc479e2730f,0,0,0,0,0,0,3,2,0,3,0,2,7,12,3,10,0,4,0,0,0,0,7,0,6,3,0,0,0,0,0,0,0,2,0,0,10,16,18,7,0,0,0,0,12,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0
273c5d72a2d03fbc2e423de43bfe9866,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,22,0,13,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,0,0,0,3,13,6,11,0,0,0,0,40,0,0,0,18,0,11,0,0,0,0,0,0,0,0,0,0,0
53bff82797bbcbfa77e3a42fdf125615,0,0,0,0,3,0,0,5,0,3,5,0,0,2,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0
fe1d2a32bfd0bedd63723ff47ea94cdc,0,0,0,0,0,0,7,4,0,0,1,0,3,11,3,8,0,11,0,0,0,0,12,0,5,7,2,0,0,0,0,0,0,0,0,0,7,8,9,4,0,0,0,6,0,0,0,0,2,0,0,0,0,0,4,0,6,0,0,0,0,0
0c2ec2debe8949319b3a0992f44dc1c6,0,0,0,0,34,0,17,9,0,36,87,2,0,13,4,35,23,24,0,0,0,0,3,0,24,2,0,0,0,0,0,0,0,0,0,0,5,31,0,15,5,0,0,0,45,0,0,0,2,0,7,13,34,0,2,0,7,0,7,5,0,0
ee702aeb5cd061fabc6182d978666ee5,0,0,0,0,0,0,3,17,0,0,0,0,2,5,6,51,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,49,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0
7f9cba984fef70b4ee0a0043fabffbb6,0,0,0,0,0,0,4,2,0,0,2,0,0,101,6,59,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,3,0,0,0,0,8,0,18,5,7,0,0,21,95,0,0,0,35,0,15,0,0,0,0,2,0,3,0,0,0,0
46192bccf8d0f37bd5eebcbf34fadd03,0,0,0,0,0,0,3,8,0,0,0,0,0,8,7,10,5,4,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,2,0,0,0,3,1,0,5,0,0,0,6,0,0,0,1,0,9,0,5,0,0,0,7,0,2,0,0,0
40f37a99ec45fbae4c30ae82aa3321bd,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,0,9,0,0,0,0,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
878d4abae8eeffb6bf5639b41c045d6c,0,0,0,0,0,0,3,4,0,0,8,2,2,0,2,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,47,0,0,0,5,0,5,0,2,0,0,0,0,0,0,0,0,0
67a7874823112a00817f640d6846bf52,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,3,0,7,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
253789f4989c670f6080a835135e77e3,0,0,0,0,0,0,7,9,0,0,0,0,0,0,3,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
1ac506aba3d1123e3de680b56a695523,0,0,0,0,5,0,3,3,0,7,3,2,0,5,2,2,3,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46,4,18,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
832ed1cf8ff04bc17fa79e03d935baee,0,0,0,0,0,0,13,4,0,0,0,0,5,3,10,18,0,52,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,10,0,7,0,0,0,0,27,0,0,0,6,0,7,0,5,0,0,0,1,2,0,0,0,0
81bd31828c96063fb7a59f84a6bf6d34,0,0,0,0,0,0,0,8,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0
00ed217e0158736bdb8808b3beb26460,0,0,0,0,0,0,4,11,0,0,0,0,0,15,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,19,2,8,0,0,2,6,0,0,0,49,0,33,0,2,0,0,0,7,0,0,0,0,0
33936d2210c245e8c27145f460342724,0,0,0,0,2,0,2,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0
b398fbe26b950014d5e83caadbd824b7,0,0,0,0,0,0,2,10,0,0,0,0,0,5,5,5,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,3,0,11,0,0,0,0,0,6,0,0,0,0,0
1cae7bb32bac27e915fe7288ecc10731,8,0,3,37,7,0,68,95,3,0,8,0,11,43,123,0,154,55,0,0,0,0,35,0,4,0,0,6,2,0,0,0,11,15,14,0,10,478,220,112,16,0,0,73,3,2,0,0,267,3,52,3,9,2,9,0,523,2,0,0,4,0
db11e55183021a236ee4e39b4a8ad917,0,0,0,0,3,0,0,0,0,7,1,1,0,1,0,6,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,3,0,0,0,16,0,1,0,0,0,0,0,3,0,4,3,0,0
107aa7e6b56274803bffd1ccff5b2ee6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,75,5,0,0,3,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
ca71043e04779c1b329e435573bd17d7,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0
885e7487e5f43d53cd1e3ee0f8a99983,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ad29fbe73274294b5b4997b224875ec0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,35,0,0,0,0,3,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
e56adc54ec36b2e92a7baf2b9997662d,0,0,0,0,0,0,4,0,0,1,6,0,0,2,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,2,0,0,2
5420199d2a70e68cf7b96a56d992426b,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9b9d5c7cf4c6346667323f12dec0c848,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
a24e0d4286b004ee3345384b6f377f9e,10,0,2,0,27,110,0,8,4,15,12,0,7,9,9,3,122,17,0,29,6,0,3,13,0,0,8,0,2,3,19,4,3,6,3,47,2,2,0,2,2,16,2,2,10,30,39,0,5,7,9,0,0,2,0,2,0,184,0,4,35,5
a0cc86940f20a1cee83d8b7f22268b45,0,0,0,0,0,0,3,3,0,0,6,0,0,3,2,4,0,15,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,3,2,0,0,0,9,0,7,0,0,0,0,0,4,0,0,0,0,0
2b719f944ddc3c4e8bfc851bd2c145b8,0,0,0,0,0,0,4,4,0,0,5,0,0,9,0,26,0,5,0,0,0,0,5,0,5,6,0,0,0,0,0,0,0,2,0,0,2,3,3,0,0,0,0,3,42,0,0,0,3,0,6,0,0,0,2,0,5,3,0,0,3,0
919cd365c7680264ad154fb1a4cfacd2,0,0,0,0,0,0,0,1,0,2,2,0,2,1,0,6,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125d3bf34fd092ad0c6e284fd4254d7,0,0,0,0,2,0,2,2,0,0,3,0,0,0,12,4,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,2,0,0,0,9,0,0,0,12,0,8,0,0,0,0,0,4,0,0,0,0,0
17c24e82f88648b422acdb341d72ccd2,0,0,0,0,4,0,22,2,0,3,3,0,3,7,14,0,0,0,0,0,0,0,9,0,6,3,0,0,0,0,0,0,0,2,0,0,1,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
80a6eb828fae169d1c52362aa1382283,0,0,0,0,0,0,5,5,0,0,2,0,0,0,0,2,0,43,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3330b9d45d51fae1d4da88fd3052672a,2,0,0,0,0,0,36,21,0,0,4,0,0,15,3,23,0,4,0,0,0,0,6,2,15,10,2,2,0,0,0,0,0,0,2,0,4,17,2,13,12,0,0,16,42,0,0,0,13,0,0,0,7,0,2,0,14,6,4,0,0,5
892491fdeb936adbcff225e26ae6c5df,0,0,0,0,3,0,1,7,0,2,0,0,0,0,4,4,0,380,0,0,0,0,79,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0
3df012a60726702790d01bdc3a3c273e,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,34,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
67f36cde6621770649cffd0a5c30fe42,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
bd900c927671ba31134ead1d82732735,0,0,0,0,1,0,0,24,0,0,6,0,0,21,8,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,4,7,7,0,0,0,17,0,0,0,4,0,10,0,0,0,0,0,4,0,2,0,0,0
7d192d01fad5e411e543dc4b74f56342,0,0,0,0,0,0,5,15,0,0,0,0,0,0,35,19,2,72,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,14,0,0,19,29,0,0,0,53,0,26,0,0,0,0,0,0,0,0,0,0,0
2492ed25d038267e051cfed7ccbbce84,0,0,0,0,0,0,2,19,0,10,9,0,0,9,12,37,7,47,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,20,167,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0
1869a483ec54a322c6e637e32295b4ac,0,0,0,0,28,0,3,24,0,6,13,4,8,5,12,0,0,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,5,0,0,0,24,0,0,2,0,0,2,0,8,0,0,0,10,0,0,4,0,0
d0a230ab405682a02656b339ef742cb1,0,0,0,0,7,0,2,6,0,2,6,0,0,2,26,11,0,44,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,4,2,0,0,0,18,69,0,0,0,16,0,21,0,3,0,0,0,9,0,0,0,2,0
0fdb073912849dd5e3c765c8d5843222,0,0,0,0,5,0,5,2,0,0,3,0,0,2,0,0,0,11,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ac11a278240fc2426f2f46219bc081a,8,0,3,1,18,0,12,1,0,12,0,0,2,6,8,0,27,118,2,0,0,0,9,1,5,3,4,1,3,4,2,0,8,0,0,0,5,24,19,14,14,1,0,86,0,2,4,2,17,7,1,3,6,0,0,1,10,0,0,6,3,3
c4f9e9574bd9f33b8ee2c3276fada46a,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,0,0,0,0,2,22,0,0,2,0
225629e996e870e51c1417e4cbcfa492,7,0,2,3,0,0,12,11,2,0,0,0,13,40,9,0,6,124,0,0,0,0,80,10,0,2,2,3,4,0,0,0,6,7,2,0,10,12,62,5,0,0,2,99,4,4,0,7,50,8,8,0,0,2,8,0,50,3,0,0,0,0
ac09864643e3e040875e5bd8ace7cb83,4,5,0,0,0,0,27,1,2,0,0,0,34,13,113,15,13,123,0,0,0,0,51,0,193,75,11,0,0,9,4,0,0,15,0,0,133,25,15,28,67,0,0,93,67,2,2,0,78,0,46,0,0,0,0,4,3,5,26,0,5,0
2e580d583bec13e39a49e76cc87a6bb5,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,11,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
f245c43b07137fcf39bd48c41cd0045d,0,0,0,0,7,0,0,0,0,5,3,2,0,13,9,11,8,69,0,0,0,0,18,0,16,6,0,0,0,0,0,0,0,0,0,0,6,0,21,0,0,0,0,0,25,0,0,0,29,0,20,0,2,0,0,0,0,3,3,3,0,0
c30a81a1a0b3cc752fdb1edee192134b,0,0,0,0,4,0,7,26,0,2,0,0,4,6,0,15,15,28,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,7,30,8,4,12,0,0,0,18,0,0,0,30,0,24,0,0,0,0,0,29,2,0,0,0,0
