#OTU ID,TILC-IL22-DTT-982,TILC-IL22-DTT-1047,TILC-IL22-DTT-940,TILC-IL22-DTT-939,TILC-IL22-DTT-961,TILC-IL22-DTT-966,TILC-IL22-DTT-1004,TILC-IL22-DTT-937,TILC-IL22-DTT-1078,TILC-IL22-DTT-962,TILC-IL22-DTT-914,TILC-IL22-DTT-933,TILC-IL22-DTT-1083,TILC-IL22-DTT-1040,TILC-IL22-DTT-1081,TILC-IL22-DTT-932,TILC-IL22-DTT-1039,TILC-IL22-DTT-979,TILC-IL22-DTT-1014,TILC-IL22-DTT-964,TILC-IL22-DTT-918,TILC-IL22-DTT-1042,TILC-IL22-DTT-980,TILC-IL22-DTT-1080,TILC-IL22-DTT-1010,TILC-IL22-DTT-1046,TILC-IL22-DTT-1050,TILC-IL22-DTT-1006,TILC-IL22-DTT-983,TILC-IL22-DTT-1048,TILC-IL22-DTT-934,TILC-IL22-DTT-1044,TILC-IL22-DTT-1008,TILC-IL22-DTT-1045,TILC-IL22-DTT-1007,TILC-IL22-DTT-965,TILC-IL22-DTT-1082,TILC-IL22-DTT-1003,TILC-IL22-DTT-1077,TILC-IL22-DTT-1005,TILC-IL22-DTT-1009,TILC-IL22-DTT-917,TILC-IL22-DTT-1049,TILC-IL22-DTT-984,TILC-IL22-DTT-931,TILC-IL22-DTT-1085,TILC-IL22-DTT-935,TILC-IL22-DTT-981,TILC-IL22-DTT-1076,TILC-IL22-DTT-1079,TILC-IL22-DTT-1075,TILC-IL22-DTT-915,TILC-IL22-DTT-913,TILC-IL22-DTT-1043,TILC-IL22-DTT-1041,TILC-IL22-DTT-1012,TILC-IL22-DTT-938,TILC-IL22-DTT-936,TILC-IL22-DTT-1011,TILC-IL22-DTT-963,TILC-IL22-DTT-1084,TILC-IL22-DTT-1013
3dd272f8e982d693ab208a7f3d552074,3,4,8,14,180,0,0,271,0,209,262,19,70,9,61,96,6,197,0,0,0,0,117,0,6,29,2,0,0,4,3,0,0,7,2,0,126,23,8,16,3,0,0,0,122,0,2,12,18,0,25,43,58,0,2,0,379,3,7,49,3,0
88a31a6b160b40bc6c6f6d1ba34eabac,2,7,8,2,20,0,120,61,0,22,2,12,49,80,27,30,32,93,0,0,0,0,132,0,102,100,0,0,0,10,5,0,0,7,5,0,140,1309,222,481,38,0,0,2,19,0,0,8,500,0,228,0,0,0,24,2,176,0,24,2,2,2
4ffd9eabb0867f7a4b3326d4f5439501,8,0,15,0,7,4,47,151,14,14,34,2,9,18,104,28,26,0,5,0,0,5,4,38,12,2,131,0,4,66,45,7,25,26,3,3,46,12,14,18,8,2,42,90,37,57,17,0,50,40,278,0,27,5,0,5,46,266,4,3,126,2
551c50d2cb548ec954b999d2bf9b5017,27,0,0,0,221,70,2,6,84,155,274,0,188,4,1253,6,54,72,0,39,7,2,20,95,2,0,71,0,3,8,15,4,3,28,0,29,271,0,66,3,8,20,14,276,7,350,2,0,120,55,692,12,283,0,0,0,0,44,2,11,451,4
048eaca9f4aa9ed4885cf486150ad359,3,9,20,41,330,2,484,1538,0,288,281,81,98,410,234,1181,326,819,0,0,0,0,624,4,408,85,3,2,0,11,28,0,0,70,5,0,253,668,309,444,282,2,0,14,1245,0,3,20,344,0,499,44,114,0,22,3,1289,14,129,77,10,4
ec23b923e536e0a2279f4c973531e122,2,43,7,40,609,0,909,831,0,755,199,140,3,1570,200,509,84,692,0,10,0,2,1275,7,20,627,28,5,2,44,33,0,2,123,16,2,11,1649,2507,1912,25,0,6,56,481,0,0,64,3693,0,1530,31,83,2,238,0,933,8,4,136,6,4
3920e3f781deba9bdcd294ebb3a06431,3,0,0,0,0,0,64,331,0,0,0,7,15,0,17,572,8,243,0,0,0,0,1192,2,237,0,0,0,0,0,2,0,2,0,0,0,209,153,0,91,63,0,0,6,208,0,0,9,2,0,8,0,0,0,0,0,421,4,14,0,2,0
cfd65c7bbc3926cdc9b88c2e38bbecaa,11,78,2051,2917,216,6,276,1064,3,214,236,2007,1100,1626,209,2249,191,739,0,13,0,2,2610,2,853,458,7,3,0,26,2441,3,2,108,0,0,848,565,1969,328,659,0,4,13,1657,0,9,6325,801,0,563,92,76,0,4410,44,2004,38,357,72,8,10
467182e7c24e45f1dae500092292f434,0,5,0,2,42,0,40,20,0,26,118,32,140,219,105,165,19,237,0,0,0,0,166,7,282,121,4,0,0,5,3,0,2,10,0,0,196,242,610,57,69,0,0,28,209,0,0,10,891,0,199,20,13,0,12,0,30,3,62,15,6,0
d86f3c039d40672cf689ca5c7015c5e2,0,0,0,0,67,0,6,0,0,84,15,2,0,9,7,15,5,98,0,0,0,0,82,0,0,16,2,0,0,0,0,0,0,0,0,0,3,22,0,6,0,0,0,0,9,0,0,0,0,0,6,0,7,0,2,0,0,0,0,31,0,3
f742dfc22bfb61fc9b27df780176b36e,10,43,22,29,144,3,1707,481,4,108,170,291,211,1711,363,1360,207,579,9,0,0,8,669,13,1596,611,19,29,6,26,28,10,18,120,31,0,618,6025,2284,2778,1682,0,4,69,939,5,0,17,2213,3,1184,45,28,3,189,11,800,46,403,29,22,92
6ae041fdd983ace2321d4a2355b8a290,0,13,0,3,11,0,24,68,0,68,87,40,20,90,19,180,48,129,0,0,0,0,51,0,118,29,0,0,0,0,2,0,0,8,2,0,36,83,37,42,73,0,0,8,107,0,0,3,60,0,37,20,36,0,5,0,126,7,38,8,0,0
36934aef9f30b3a823b34b6d0e6b6d89,0,0,0,0,7,0,0,0,0,5,0,0,4,0,4,2,9,139,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
c78aa6880e927e353480e3985481242b,0,0,0,0,73,0,0,8,0,80,14,16,9,0,10,106,0,163,0,2,0,0,52,0,10,0,0,0,0,0,5,0,0,0,0,0,40,0,0,0,16,0,0,5,57,0,0,2,0,0,13,2,8,0,0,0,0,0,4,11,4,0
4b41294d409030f46d8e403ae37036c5,0,12,3,6,2,0,276,194,0,0,231,66,29,652,157,1189,6,245,0,0,0,0,464,0,36,542,7,0,4,30,21,0,0,83,3,0,207,395,131,293,6,0,0,15,677,0,0,0,1225,2,679,6,71,0,22,2,447,8,6,0,3,0
6e61f4bede587c68efcaa016e92085f2,0,0,0,0,43,0,23,55,0,95,66,19,8,59,22,673,18,102,0,0,0,0,184,2,75,39,0,0,0,0,2,0,0,0,0,0,148,279,29,66,13,0,0,3,216,0,0,0,123,0,18,0,19,0,0,0,117,7,1,3,0,0
6c5d5533b2e2bb0f16c28448f394d583,9,0,3,7,9,4,0,139,0,14,166,9,12,2,0,16,186,674,0,0,0,0,181,0,0,41,61,0,3,9,0,0,0,9,0,0,26,0,0,0,0,3,7,163,71,0,0,4,0,0,21,9,52,0,0,0,197,22,0,8,0,0
8d38eab2c38b24f6c148059d00e838b0,15,0,32,0,79,0,46,258,7,80,38,0,24,39,252,127,194,92,2,6,0,8,17,46,22,4,302,7,7,108,19,14,28,31,0,11,152,16,16,21,24,2,81,382,155,70,77,0,83,16,327,0,25,8,4,9,148,503,6,13,63,13
a6aa0a15c1d806b5531f10185e8eb6a1,39,4,27,5,50,0,321,351,20,24,25,10,19,191,227,120,70,104,2,0,0,0,43,35,62,13,161,23,17,52,33,18,66,55,27,0,82,135,58,102,60,4,73,389,189,121,20,3,113,36,488,0,53,30,7,8,85,232,24,2,41,7
ce1654b7ed5cbe150d256a72fffaeee7,0,0,0,0,2,0,26,125,0,7,10,9,8,21,12,881,10,233,0,0,0,0,201,0,63,24,0,0,0,2,3,0,0,4,0,0,63,68,3,5,18,0,0,5,302,0,0,2,6,0,0,0,0,0,0,0,275,1,4,5,0,0
d5afd202fdec49e85c0014789dbd2742,0,0,0,0,56,0,2,20,0,139,47,3,34,44,19,159,0,53,0,0,0,0,48,0,0,12,0,0,0,0,5,0,0,9,0,0,61,3,6,0,0,0,0,2,112,0,0,0,7,0,0,4,46,0,0,0,5,5,0,7,3,0
686b1c1752a35be01421dfdacfa244e1,32,2,6,0,0,0,186,110,3,4,30,10,30,107,140,60,75,148,9,0,0,12,102,8,194,7,119,26,16,40,14,31,109,24,40,0,64,115,7,88,159,0,106,282,67,79,12,4,28,16,90,0,18,43,7,42,40,187,100,2,38,54
82c25eb50099d3b163d4c2a939f8e0c8,0,9,0,4,14,0,31,43,0,6,22,17,73,278,52,137,0,77,0,0,0,0,52,0,80,95,0,0,0,0,0,0,0,8,0,0,136,200,199,36,17,0,0,7,71,0,0,2,333,0,43,4,4,0,15,0,104,0,13,4,5,0
bf22daeb681d3a4a36c6cbc9b090f571,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,10,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,5,3,0,0,0,0,3,0,5,0,0,3,0,0,0,0,3,0,0,0
4e38395c5e80618eac785b2ddba6ed13,14,0,14,0,36,0,31,156,4,18,15,0,17,40,157,41,24,37,0,0,0,2,17,6,12,3,73,3,0,55,39,7,5,32,0,0,56,6,12,16,6,0,24,203,100,14,10,0,59,23,284,0,15,5,0,2,80,161,6,3,30,0
46f43d3fe417eb537a1c421542cd3fbc,0,0,0,0,2,0,108,0,0,0,0,0,49,4,113,4,198,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,389,313,275,210,92,0,0,0,0,0,0,0,765,0,87,0,0,0,0,0,0,0,37,0,5,4
7f2dae3459f288b9999b898a0c4ce1f2,2,0,0,4,4,0,29,85,0,5,0,13,25,67,27,98,32,50,0,0,0,0,11,0,15,18,2,0,0,0,0,0,0,7,0,0,33,62,57,24,13,0,0,0,72,0,0,2,99,0,34,0,2,0,5,0,167,0,2,2,0,0
97d6bee36c1067c3575b775785593bc4,0,0,0,0,48,0,0,15,0,44,39,2,15,10,40,26,0,868,0,0,0,0,38,0,49,9,0,0,0,0,0,0,0,0,0,0,44,7,2,3,63,0,0,0,56,0,0,5,8,0,19,0,29,0,2,0,8,0,36,11,0,0
8dde7ab997d5419d772d3686e259a471,0,0,0,0,0,0,23,5,0,0,12,0,16,90,33,31,0,37,0,0,0,0,7,0,68,20,0,0,0,0,0,0,0,2,0,0,32,68,117,62,8,0,0,3,47,0,0,0,209,0,51,0,0,0,5,0,6,6,14,0,0,2
9df3ba9ad6b7dfeceed3cf23f911c888,3,9,0,3,5,0,48,22,0,11,3,3,2,104,5,22,4,18,0,0,0,0,117,0,73,89,0,0,0,5,0,0,0,10,0,0,19,202,39,98,28,0,0,0,12,0,0,7,114,0,70,0,0,0,4,0,39,0,7,2,2,0
e78a758dd0cf4ecdeec205371b241817,0,14,0,2,30,0,42,85,0,41,40,42,36,306,37,193,42,423,0,0,0,0,85,3,77,142,0,0,0,0,2,0,0,14,0,0,70,129,181,69,38,0,0,13,271,0,0,2,191,0,67,6,10,0,17,0,90,3,10,4,0,0
c7e8256e8c26ba135b468ce394833632,0,0,0,0,6,0,2,30,0,6,23,0,4,54,7,34,12,71,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,21,9,0,10,4,0,0,0,75,0,0,0,8,0,4,0,50,0,2,0,20,4,0,0,0,0
8eb769f1198126e9511233acb51bba4f,0,17,4,5,10,0,20,41,0,10,177,334,17,11,5,612,11,324,0,0,0,0,29,0,6,57,0,0,0,2,40,0,0,8,0,0,18,81,123,52,7,0,0,0,1365,0,3,57,531,0,152,36,34,0,45,0,58,0,15,8,0,0
28d09c230390bade39f1ef87782f563f,0,0,0,0,0,0,2,24,0,3,3,0,0,4,0,46,0,96,0,0,0,0,55,0,8,1,0,0,0,2,4,0,0,0,0,0,0,16,0,0,0,0,0,7,11,0,0,0,5,0,0,0,10,0,2,0,43,0,2,0,0,0
27df824660fdd5663dabd2391f582b40,0,0,0,0,0,0,3,70,0,8,26,4,0,36,0,68,5,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,4,0,0,4,5,8,7,2,0,0,3,35,0,0,0,25,0,10,2,3,0,0,0,83,0,0,0,0,0
570624009e56d9b663d257f081246d11,0,0,0,0,30,0,13,18,0,50,6,0,0,93,5,0,3,65,0,0,0,0,50,0,4,24,0,0,0,0,0,0,0,0,0,0,11,25,19,5,0,0,0,0,0,0,0,0,33,0,0,0,1,0,1,0,21,0,0,3,0,0
fb45ccd3200a91ad7802de1f3f42a0aa,0,0,0,3,0,0,8,160,0,0,11,0,3,13,4,51,0,497,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,15,34,0,28,3,0,0,0,184,0,0,0,28,0,2,0,15,0,0,0,222,0,0,0,0,0
cdeef7f2d7f8fdaab841de3024c01879,0,0,0,0,6,0,0,0,0,2,73,0,17,6,78,3,0,33,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,32,0,0,0,0,0,0,2,15,0,0,0,4,0,4,16,154,0,0,0,0,0,0,2,0,0
8aad6681e2c231299c93cee9ca1bbf2a,0,4,0,2,0,0,3,17,0,0,29,28,68,47,15,158,0,128,0,0,0,0,134,0,78,132,12,0,0,2,2,0,0,8,0,0,192,98,0,61,6,0,0,8,50,0,0,20,12,0,0,6,10,0,8,3,45,4,11,0,0,0
7729b9e4ec824872951f46d37fbacc96,0,0,0,0,8,0,0,2,0,6,3,0,2,26,4,14,0,20,0,0,0,0,9,0,16,8,0,0,0,0,0,0,0,0,0,0,15,5,5,9,12,0,0,0,6,0,0,0,24,0,10,0,3,0,0,0,2,0,5,0,0,0
374ba4929881c3823a4debec2407722b,0,0,0,0,5,0,85,63,0,0,0,2,3,91,33,57,8,126,0,0,0,0,44,0,26,3,0,0,0,0,2,0,3,3,0,0,14,85,30,35,26,0,2,8,148,0,0,0,138,0,102,0,0,0,4,0,74,4,2,0,0,4
ad97a825d385aa882d65c473bbce8e52,0,6,0,0,12,0,10,4,0,15,6,41,11,47,20,64,36,37,0,0,0,0,51,0,41,80,2,0,0,6,7,0,0,6,0,0,21,19,175,9,14,0,0,0,55,0,0,2,86,0,11,4,0,0,6,3,8,5,20,5,0,0
c9a8e268027bd5ba48b43b1f7dfaa39d,0,0,0,0,0,0,39,93,0,0,11,0,2,15,62,23,16,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,19,9,6,11,5,0,0,0,48,0,0,0,57,0,50,0,22,0,0,0,89,3,0,0,0,0
5b3a936420780cb578d24f7acf86fa00,0,0,0,0,0,0,52,0,0,2,0,0,52,4,68,1,64,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,2,0,269,184,203,188,37,0,0,0,0,0,0,0,590,0,62,0,0,0,0,2,0,0,29,0,3,0
9e0cb08c3ea0122a214002d0d97a1dce,0,4,0,0,8,0,10,11,0,3,6,2,6,20,21,8,0,22,0,0,0,0,9,0,5,3,0,0,0,0,0,0,0,0,0,0,9,4,3,0,7,0,0,0,12,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0
73ecb2b42a2a27b594d1940b3b01355c,0,0,0,0,28,0,37,44,0,45,44,4,10,75,41,270,6,233,0,0,0,0,49,0,41,26,0,0,0,2,0,0,0,9,0,0,47,37,37,51,113,0,0,63,354,0,0,0,240,2,181,2,16,0,7,0,40,8,10,0,4,8
eeeb3cdd6758ea03d0e6f38461b60830,0,0,0,0,0,0,0,5,0,4,3,0,2,2,4,0,13,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0
a9679b273c07c8a941aafa62b30c2c3b,2,0,0,0,18,0,11,21,0,14,6,0,8,64,5,23,7,74,0,0,0,0,19,2,23,15,0,0,0,0,0,0,0,3,3,0,2,35,20,14,8,0,0,0,24,0,0,0,57,0,16,0,0,0,3,0,14,0,8,0,0,0
d36a7f58015a3d006caa3dd7209a65ec,2,33,6,15,45,0,43,64,0,53,35,229,62,206,19,868,47,825,0,0,0,0,1945,0,117,918,8,0,0,34,22,0,0,56,0,0,279,236,104,119,29,0,0,15,918,0,2,51,259,0,24,5,0,0,74,2,198,5,44,27,2,0
7fac4964fbc95ab2f51af4fc6a3f5b48,0,2,0,3,3,0,10,51,0,0,2,0,2,46,8,21,4,291,0,0,0,0,20,0,8,19,5,0,0,4,0,0,0,19,0,0,4,18,39,16,14,0,0,0,20,0,0,0,77,0,93,0,0,0,2,0,29,0,7,0,0,0
8e9eaf02dc307b243181351cf3d035b9,0,8,0,9,9,0,124,35,0,15,47,2,13,127,22,71,0,117,0,0,0,0,169,0,62,116,3,3,0,4,0,0,2,13,2,0,29,474,211,187,23,0,0,2,49,0,0,3,533,0,119,7,11,0,10,0,176,3,5,0,0,0
a1d94686c329d9a7bc674627e2180285,0,0,3,6,59,0,11,138,0,77,124,10,5,0,31,92,4,132,0,2,0,0,105,0,17,14,0,0,2,4,7,0,0,4,2,0,21,11,11,9,3,0,0,15,63,0,0,0,42,0,18,13,36,0,0,0,221,2,2,0,2,0
30ab808928dd752d7fc5e409c1ad226f,0,0,0,2,8,0,15,18,0,4,14,7,37,59,14,37,0,48,0,0,0,0,30,0,39,35,0,0,0,0,0,0,0,4,0,0,50,121,133,26,23,0,0,0,27,0,0,0,281,0,101,0,2,0,3,0,30,0,18,2,0,0
2a74c57a46daec3a3def19aa4ad0a52b,0,0,0,0,15,0,52,0,0,7,6,0,6,20,38,2,10,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,3,3,0,19,21,6,18,38,0,0,0,12,0,0,0,49,0,56,0,2,0,0,0,3,0,11,0,0,4
b558365592f7a8d645f69873f6cda354,0,0,0,0,7,0,17,20,0,11,5,2,2,86,19,53,8,60,0,0,0,0,18,0,4,8,0,0,0,0,0,0,0,2,0,0,13,24,14,6,2,0,0,3,138,0,0,0,37,0,18,0,0,0,2,0,10,0,2,0,0,0
056126c1f55a4b2fcfdcc1d38f8fee25,0,0,0,0,4,0,8,7,0,2,5,0,0,6,6,0,4,28,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,3,11,16,11,2,0,0,0,16,0,0,0,53,0,7,0,0,0,0,0,4,0,0,0,0,0
415033681d70ab871d00f8e199d5485d,91,0,42,0,23,0,262,305,27,20,93,2,17,62,167,150,55,15,7,3,0,4,38,76,13,3,393,31,36,169,161,27,107,125,29,2,48,30,20,73,8,6,206,647,206,95,140,2,72,75,451,15,66,30,0,14,54,1555,3,7,116,13
c4c9038e73c8bf47fd4603db862aaa3b,0,0,0,0,0,0,0,8,0,0,0,0,0,34,2,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,2,0,0,0,35,0,0,0,36,0,6,0,0,0,0,0,3,0,0,0,0,0
891bb6592109d168dc772711e859a9e4,0,0,0,0,0,0,2,0,0,0,9,0,5,30,11,22,0,53,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,20,3,0,5,0,0,0,2,16,0,0,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0
1db8b37913edafca869c6d415ad3aceb,0,0,2,3,11,0,29,46,0,7,14,0,20,42,44,42,10,37,0,0,0,0,35,0,29,3,0,0,0,0,0,0,0,2,0,0,23,33,28,10,22,0,0,0,79,0,0,0,21,0,20,0,7,0,4,0,51,0,7,2,2,0
b43695acebe1c901f8b533a5288283c0,0,0,0,0,3,0,0,18,0,0,3,0,14,15,12,9,0,21,0,0,0,0,7,0,4,4,0,0,0,0,0,0,0,2,0,0,12,9,9,5,8,0,0,0,16,0,0,0,10,0,19,0,0,0,0,0,10,0,3,0,0,0
bc9447e6b7a24a511623bc030a153b02,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3
