,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.06B.DTT70,Vil1.07B.FP82,Vil1.10B.FP115,Itg.24.DTT530.S25,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.04B.DTT246.S87,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Vil1.05B.FP58,Vil1.04B.DTT46,Lyz2.07B.FP282.S80,Lyz2.03B.FP234.S82,Vil1.09B.DTT106,Itg.24.FP530.S33,Itg.06.DTT434.S27,Itg.04.FP422.S22,Itg.22.DTT518.S13,Itg.20.FP506.S9,Vil1.03B.DTT34,Itg.06.FP434.S35,Lyz2.01B.DTT210.S50,Vil1.05B.DTT58,Itg.02.FP410.S10,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.03B.FP34,Itg.08.DTT446.S39,Itg.26.FP542.S46,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.16.FP482.S85,Vil1.010B.DTT118,Lyz2.05B.DTT258.S99,Lyz2.08B.FP294.S92,Itg.04.DTT422.S14,Lyz2.04B.FP246.S43,Lyz2.06B.FP270.S68,Lyz2.07B.DTT282.S124,Vil1.13B.FP151,Vil1.01B.FP10,Itg.08.FP446.S47,Lyz2.02B.DTT222.S62,Vil1.02B.DTT22,Itg.10.DTT458.S52,Itg.12.FP470.S72,Itg.10.FP458.S60,Vil1.08B.DTT94,Lyz2.05B.FP258.S55,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.08B.FP91,Vil1.013B.DTT154,Vil1.06B.FP70,Itg.18.DTT494.S89,Itg.18.FP494.S97,Lyz2.08B.DTT294.S136,Vil1.09B.FP103,LYZdtt342,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,LYZdtt354,SLCFP022,LYZdtt330,LYZFP354,SLCFP112,LYZFP306,LYZdtt306,SLCFP004,SLCdtt004,SLCdtt112,SLCFP094,SLCdtt076,SLCFP052,SLCFP076,LYZFP330,LYZdtt318,SLCdtt052,LYZFP342,SLCdtt130,LYZFP318,SLCFP148,SLCFP166,SLCdtt148,SLCdtt166
48082d1ff66a9207ede6bf05e9846d6e,248,419,0,61,503,134,414,1373,149,1376,186,363,375,110,198,134,268,145,64,750,98,220,664,240,203,463,0,222,806,1567,304,363,1090,138,328,558,32,1015,114,352,23,84,1146,17,309,350,1703,723,229,399,150,0,326,213,298,0,593,14,314,270,174,98,1278,282,152,598,1838,26,21,21,593,404,134,1145,96,8,15,32,26,405,225,16,1606,399,766,82,74,1138,1339,12,1872,1113
b3111baca54677926264de26b4a9bf7a,8,3,0,8,0,0,0,3908,4,239,3,0,0,16,0,0,14,0,60,3,0,0,17,4,5,15,0,3,0,6,10,0,15,3,0,0,0,5,28,2,8,23,13,3,204,0,10,3,0,0,0,0,175,0,8,0,138,0,140,0,0,11,12,2,110,15,2,9,0,1,4,1,69,133,0,5,5,0,13,0,2,0,11,16,3,5,3,658,302,5,631,8
87c1f25ee57f851893eda4c10a460604,8,38,0,6,0,73,31,773,443,392,15,67,69,56,0,0,226,0,7,79,19,137,55,567,72,0,0,56,27,121,267,7,21,26,9,206,7,102,36,359,360,16,96,0,103,5,7,23,10,7,0,0,9,44,391,0,0,0,79,76,30,38,0,5,15,1064,20,53,7,21,0,28,35,348,29,7,25,4,490,199,10,40,14,188,9,0,4,7,679,49,162,25
e8ed0e081283c5963ce9860944f651c6,0,6,0,38,9,15,26,316,12,48,3,16,6,63,4,0,18,0,9,7,0,13,199,44,3,10,0,8,36,0,36,7,7,0,8,0,0,11,19,22,9,13,32,7,39,3,0,5,4,16,0,0,0,47,17,0,620,0,360,12,9,14,38,21,8,65,9,30,0,0,3,7,38,24,0,0,5,0,32,113,23,3,15,25,18,0,0,394,347,4,914,8
b3ef12a80d40902556c2fd4de5924438,23,20,0,216,17,0,84,69,0,36,31,4,0,16,3,7,51,0,0,5,0,3,0,2,48,3,0,31,6,8,17,0,22,0,0,52,0,5,14,0,12,5,5,0,38,2,13,4,0,30,17,0,8,0,11,0,41,0,38,0,0,0,11,9,14,8,71,0,0,3,8,27,9,313,3,0,0,0,0,7,11,21,65,4,0,11,0,49,7,91,11,3
108627a3879bcb1138b2c54c39e9f4a1,12,12,0,129,9,45,31,694,47,103,0,39,15,49,11,13,46,31,34,57,0,54,318,71,33,74,0,12,31,16,50,12,70,10,58,43,12,19,376,54,14,11,88,0,43,8,20,10,11,0,3,0,0,83,34,0,449,0,129,127,37,40,8,43,11,103,37,37,1,0,51,1,18,591,69,0,13,0,55,70,45,12,11,95,32,2,29,303,99,20,1149,10
2ce5f984c303607afe63f839e492f57b,322,49,0,113,76,179,350,7157,104,507,134,59,67,307,53,10,82,27,510,93,16,160,1614,504,82,1446,0,33,114,26,531,34,64,35,115,145,21,79,58,322,113,9,211,4,57,26,295,1,19,55,38,0,18,312,138,0,5666,2,2518,841,265,239,100,209,16,427,114,76,35,28,337,122,194,497,103,3,4,2,125,407,33,519,164,588,17,30,7,8957,1614,35,2618,47
a30dd65fa0f17c9ffe88b70cc66d024b,3,0,0,28,5,2,13,8,3,4,0,0,0,0,2,3,7,0,0,0,0,2,13,0,17,0,0,11,0,0,0,0,6,0,0,17,0,2,10,3,3,0,2,0,8,4,0,0,0,4,4,0,3,0,7,0,11,0,0,0,0,0,0,3,5,6,3,0,0,0,0,4,6,28,0,3,0,0,7,3,9,5,16,0,0,5,0,5,6,8,8,2
4c8288bfbd76958c0c094d87b97650f8,9,0,7894,9,12,1221,15,8,43,12,11,767,60,347,668,0,8,16153,6,589,6,211,20,235,8,114,16360,0,22,179,94,41,8,298,238,6,16298,48,7,73,18,17,308,164,8,0,88,311,55,0,0,19407,0,628,202,10620,5,4733,13,253,6,196,0,510,0,111,210,0,160,0,243,329,0,398,247,64,88,0,0,79,41,0,545,535,14,146,36,305,1960,5,1,1
fbbeae3dceada6928b2cdc472f5d9901,0,0,13,0,1864,186,904,266,0,183,0,0,0,105,205,0,0,63,0,0,0,26,0,116,0,36,0,0,0,0,210,0,0,1,0,0,66,0,38,0,63,0,20,9870,112,0,0,25,0,0,56,43,0,31,0,0,75,915,41,0,0,8,913,8,3523,37,8,29,2,8,1,1,90,2,1,1,1,1,1,1,716,1,1,27,81,1,1,2,727,21,512,1
f9130f059b9380b9961aef118b3a529e,9,6,0,62,48,53,24,559,38,60,0,22,15,52,20,16,40,6,33,70,3,61,271,100,37,72,0,6,52,15,58,13,29,17,19,37,8,11,34,50,21,7,103,0,15,13,27,0,14,9,0,0,3,28,57,0,540,0,242,103,27,26,60,99,0,209,36,11,0,0,44,1,10,165,8,0,5,0,59,72,12,8,34,221,6,0,8,392,278,17,650,2
f0deb5bac19f248fce27d93d918d3464,3,0,0,9,59,8,20,48,5,4,0,3,2,0,4,16,5,14,3,5,0,2,20,3,23,7,0,4,6,0,0,0,6,0,5,7,11,0,3,5,3,0,23,0,5,0,0,0,0,0,0,0,0,5,0,0,25,0,12,3,0,2,109,0,10,11,9,0,0,0,0,9,8,47,0,0,0,4,0,18,0,0,13,0,0,0,0,15,34,2,34,0
ad4e760fa406db6470c29766422a47d2,8,3,0,18,137,124,36,959,79,26,3,17,45,19,21,5,5,1,17,136,1,159,485,80,1,56,0,1,16,8,21,6,2,5,48,14,8,3,15,726,3,1,135,22,1,5,25,1,2,1,0,0,2,25,72,0,1501,10,295,121,12,157,208,98,0,69,176,0,47,0,155,147,0,59,16,0,0,0,7,9,0,0,88,305,4,0,0,1264,137,6,187,1
292a57429f3bed0adc53c07dc4c62c9f,0,2,0,5,30,48,7,284,28,27,0,27,15,20,5,0,4,26,9,17,0,43,137,56,2,61,0,0,21,3,21,6,9,22,28,4,28,9,10,86,28,2,42,2,5,0,4,2,7,2,0,0,0,36,19,0,207,2,184,30,7,12,48,45,0,30,16,9,0,0,71,0,0,15,35,0,0,0,0,101,0,0,23,204,0,0,0,170,194,0,484,2
e5450be8d98da604aa4a1fa0ed722fe1,3,0,0,13,0,0,4,5,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,5,0,0,0,0,2,3,0,2,0,0,0,3,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,10,0,0,0,0,6,0,2,0,0
49e9cee41713f4c00f8b171ecaff09b5,0,0,0,23,6,9,19,120,4,36,0,5,0,17,0,6,10,0,6,0,0,6,53,17,2,0,0,5,6,4,14,0,9,0,5,0,0,2,47,2,7,6,14,0,13,0,0,0,0,3,0,0,0,0,0,0,269,0,108,7,7,14,15,12,0,6,0,3,0,0,6,0,3,65,0,0,0,0,12,11,15,0,3,8,6,0,0,149,103,2,221,15
f5bf4e20e8a4c371b702c2cf491f56e8,0,1,0,1,1,17,2,917,57,52,0,5,0,3,0,0,2,0,6,16,0,37,96,224,5,31,0,2,4,2,34,2,5,1,3,0,2,3,0,15,5,2,8,80,3,1,4,0,1,2,0,0,0,17,2,0,50,361,29,93,4,12,1,93,0,0,12,10,0,0,0,0,0,178,0,0,31,0,0,24,0,12,0,131,0,17,0,712,494,6,354,1
18285598fe8215895e323b758326f2e2,0,0,0,0,0,6,0,0,4,3,0,0,6,3,0,0,0,0,0,0,0,8,0,0,0,14,0,0,5,0,4,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,26,0,17,0,0,3,5,0,0,10,4,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,14,17,0,60,0
9ff8565480eb4d1ae1feec02a0dfce35,1062,10718,0,0,12280,2695,29,10975,80,3174,113,19358,132,2016,7,39,60,1143,29293,449,2198,1668,260,1159,728,43,8,12616,695,20920,4884,127,13159,0,2171,384,1155,1602,221,1499,48,7982,1121,113,30,440,419,1261,189,2501,1323,0,673,72,254,0,22,10,36,13,40,865,9920,1257,1122,1690,155,481,259,1788,8897,315,1236,366,178,0,19,58,34,352,101,82,44829,446,253,100,38,5884,1139,22857,6755,8
028e2c1b650e2e2b5847154a153e0166,0,0,0,8,5,111,4,10,0,5,0,19,0,0,8,4,4,17,0,0,4,14,0,0,0,0,7,0,0,0,1,0,0,0,0,0,12,0,6,0,3,3,7,9,4,0,0,0,0,0,0,10,4,8,0,6,4,319,30,0,0,11,0,0,0,6,12,0,17,0,26,22,3,24,17,2,10,0,0,710,0,0,26,33,2,9,0,21,0,0,0,0
8fde870b4c3464dbd28fb743c07f36f1,0,3,0,6,162,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,2,0,0,2,41,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,5,10,0,9,0
3311c81da0640c29e6d9ed4f0529d3d5,0,0,0,17,0,6,21,58,0,10,0,0,2,0,2,0,0,12,0,2,0,0,2,33,0,0,0,16,0,4,2,0,3,3,0,7,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,44,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,39,0,37,0
4aa01b032f6f21994f27fd7c9ef08933,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,5,0
b08002696e45f7e121334d154e2f5d4a,0,2,0,0,4,0,0,1,0,6,4,9,0,0,2,0,0,0,0,0,0,9,0,4,1,12,0,0,5,0,3,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,6,0,0,0,9,0,0,25,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,10,0,28,1
204736c3bd4a4c1f840e9fc99a5155d2,7,0,0,35,10,41,29,72,16,66,0,19,8,14,14,6,10,22,4,30,0,18,57,433,7,10,0,4,15,16,30,6,8,3,26,4,21,21,7,61,11,3,33,21,7,3,6,13,6,3,0,0,6,22,25,0,17,88,34,20,6,7,11,7,0,207,45,8,0,11,24,0,5,18,0,0,11,0,22,0,22,0,10,17,37,0,9,16,264,8,342,4
bbf6f74f140636ff3f33ef2bc3d892a3,7,7,0,125,2044,49,92,150,2,67,1,2,12,15,12,1,17,47,3,10,0,31,124,130,7,8,0,16,4,3,68,3,5,7,17,67,82,2,93,128,2,0,28,0,19,3,2,0,5,1,0,0,3,16,10,0,147,0,45,17,2,8,1067,0,30,122,0,0,0,40,0,33,80,95,10,7,0,0,125,31,12,0,0,24,0,0,0,21,453,1,471,2
6f06d4c3412c12274598b1a4bc468d3a,1,1,0,1,1,1,1,215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2928,16461,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,3,1,467,6189,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,3,0,0,0,0
c8433912bf1d2d7d9dd177739211ae41,0,1,0,0,203,112,15,834,39,27,0,50,7,19,14,0,0,13,2,18,0,37,792,52,4,33,0,0,18,2,24,14,2,22,21,0,19,2,6,202,0,1,32,0,0,1,5,3,8,1,1,1,0,79,13,0,1167,0,323,53,1,47,97,159,0,55,86,4,25,0,159,27,0,22,54,0,0,0,22,138,0,0,25,283,3,0,0,694,75,0,70,1
8a8c39a3e855256f236f71f39bf300aa,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,16,4,40,0,0,21,0,11,8,0,6,0,0,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,3,0,0,0,0,28,0,0,0,4,0,4,0,0,105,2,7,1,1
a172874a13d3e6df1391f0797d95d6bc,17,0,0,28,89,33,9,112,13,30,4,19,7,19,6,7,0,11,7,15,0,11,78,29,5,12,0,0,7,4,24,8,7,4,37,0,9,0,2,39,0,0,32,0,0,2,13,0,7,3,0,0,0,13,21,0,82,0,67,46,7,8,58,7,0,44,37,0,0,0,0,0,12,14,0,0,0,0,35,0,0,0,0,77,0,0,0,126,249,1,217,4
762fd96b2d1336974fba68fedd33fefa,0,0,0,6,740,47,7,82,44,42,0,15,28,13,4,0,0,74,9,68,0,25,62,48,0,7,0,0,36,11,41,0,5,11,18,0,95,0,4,69,0,0,75,3851,0,0,19,0,10,0,0,0,0,36,52,0,107,1340,35,20,0,0,660,22,0,806,0,31,0,14,6,0,0,0,0,0,10,0,33,56,0,0,22,61,10,0,0,52,948,15,1745,3
76d6be90e19a660c9a84b35fa31d801c,0,3,2,0,764,289,16,738,75,49,0,65,38,37,41,1,5,87,27,65,0,165,335,102,23,39,0,0,39,21,41,17,22,30,33,0,78,10,11,165,13,9,92,31125,0,0,37,1,15,0,0,6,0,78,119,2,933,5157,107,62,1,15,1093,190,0,685,76,67,152,2,132,165,7,105,183,0,10,0,97,230,0,0,172,1101,85,70,10,2383,447,44,1201,28
64864a4b76fc5cccc00f4e44f8dbcff4,5,16,0,11,64,77,27,677,76,81,6,55,29,88,12,5,57,28,41,89,0,80,642,105,29,58,0,5,76,25,59,21,33,21,48,9,16,28,20,106,64,5,131,0,6,11,44,0,24,14,4,0,0,71,109,0,664,0,398,149,49,46,126,113,5,451,16,45,3,15,69,37,24,38,8,0,15,0,64,118,8,1,22,121,15,0,12,374,660,29,1143,5
7186c67c129c329bce7d6c988267b231,0,0,0,47,0,8,9,68,7,9,0,4,9,8,4,7,21,4,5,4,0,12,35,9,10,11,0,3,5,3,6,5,6,4,9,35,5,5,15,10,9,5,21,0,4,0,3,0,3,3,0,0,6,10,13,0,25,0,31,22,2,8,3,5,5,46,7,0,0,0,7,0,0,134,0,0,0,0,0,19,0,0,5,19,7,0,0,34,85,0,85,3
46864a6aa122ecb439eb59a3c0542ee6,0,7,0,1,83,31,8,561,35,75,0,17,1,32,3,4,17,4,25,26,0,15,330,80,7,19,0,0,17,1,59,7,14,0,32,2,5,14,16,12,4,0,53,0,5,0,11,3,6,3,1,0,0,14,24,0,650,0,360,17,4,15,24,24,5,126,17,17,0,0,37,5,17,71,2,0,0,0,17,24,7,5,36,70,0,2,0,598,81,15,424,3
8f2b821cd45696bb55b164853a1917c3,0,0,0,0,66,0,0,9,0,3,0,0,0,0,4,0,0,5,0,0,0,5,5,7,0,3,0,0,0,0,5,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,19,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,28,1
2e11ee45d4ccab0775222da825d3bd42,0,15,0,14,32,105,22,683,77,92,0,36,17,88,12,0,46,13,28,48,5,82,433,70,40,23,0,27,46,58,72,22,71,3,96,13,6,19,14,186,63,5,110,1,9,7,6,4,30,20,11,0,11,63,108,0,92,0,210,134,42,76,25,50,13,341,21,46,4,24,16,123,7,63,3,6,40,0,253,101,16,9,9,54,10,4,0,179,801,2,1193,7
b92f84c206887ecd667f142dd3606ac3,0,0,0,0,363,24,4,222,22,28,0,12,11,14,14,0,0,11,0,20,0,22,139,28,0,10,0,0,17,10,35,6,16,8,19,0,25,10,0,54,0,0,26,0,0,0,9,0,7,0,0,0,0,23,9,0,189,0,68,28,6,10,150,14,0,62,5,7,0,0,33,0,0,0,0,0,0,0,8,12,0,0,0,30,18,0,0,197,205,9,489,3
a5641950b2a3a47827849d91242f0ead,12,18,0,20,13,52,15,896,15,184,4,13,3,94,0,4,37,0,46,29,5,16,310,128,25,11,0,2,17,6,144,3,67,2,25,10,0,15,29,19,6,6,96,6,13,4,5,0,3,0,4,0,0,16,12,0,572,0,463,26,41,73,25,12,9,57,15,34,0,0,22,23,13,62,20,0,3,0,46,15,20,0,50,42,16,0,0,526,413,8,1060,13
37e0f2e7c7ab2a2f738b92a61085aec0,8,7,0,116,6,25,24,176,24,47,4,6,7,18,6,8,69,6,9,23,0,27,111,25,32,24,0,45,16,26,24,4,36,9,18,60,2,21,101,25,3,7,22,0,33,3,9,8,5,10,1,0,30,18,26,0,707,0,351,30,16,27,17,16,20,70,17,32,0,0,8,1,18,326,2,10,3,0,11,36,23,0,3,36,0,0,0,148,191,7,598,0
6f0b4058c92e83c77533a218739a0e38,0,0,0,0,13,119,0,11,0,0,0,0,0,20,0,5,0,0,0,0,0,15,0,8,0,11,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,10,41,0,0,45,2,53,0,45,59,0,84,61,0,2,0,0,0,0,0,86,53,0,28,0,93,43,1,17,2
87ab9c664033e00f6b64f2afc71a6d90,0,0,0,0,18,9,0,54,5,8,0,0,0,7,2,0,0,4,6,2,0,7,25,4,3,8,0,0,7,0,6,0,0,0,4,0,3,2,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,2,5,0,48,0,22,11,3,0,23,8,0,35,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,21,54,0,48,0
3e514d4fe509d063c262ab3e3b224da1,0,0,0,0,0,4,0,71,0,11,0,3,0,11,0,0,0,0,9,0,0,0,18,7,0,8,0,0,0,0,7,0,3,0,3,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,3,4,0,24,0,42,6,3,12,0,0,0,9,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,13,0,0,0,42,49,0,11,3
178d4eb06bd14fca2d3c300f9f05e384,130,64,0,1118,118,179,312,1224,150,443,40,166,45,55,70,68,256,40,33,106,10,119,178,171,379,115,4,72,121,107,116,24,283,25,110,501,77,16,417,278,31,136,376,1,512,48,74,16,37,91,24,0,10,66,121,0,766,3,170,279,9,48,351,27,9,490,33,31,0,43,14,77,316,1421,9,26,37,15,157,66,27,10,122,570,16,13,5,293,222,77,2158,38
5b74065cc4963be8f6447b2c9ffcbc87,0,0,0,0,133,0,0,371,0,0,22,0,101,52,0,0,0,84,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1008,20,325,187,55,0,134,0,0,75,0,4,0,0,0,0,0,1,0,0,7,0,209,117,0,0,0,0,3,0,0,0,176,1,564,1
