,metadata,feature,value,coef,stderr,N,N.not.0,pval,qval,Site
171,Type,292a57429f3bed0adc53c07dc4c62c9f,Mucosal,0.886939357,0.195787118,91,38,4.06E-05,0.000732954,Jejunum
61,Type,762fd96b2d1336974fba68fedd33fefa,Mucosal,1.361273242,0.224263871,91,36,2.44E-07,1.21E-05,Jejunum
71,Type,861fb4882b4c65b68e5998bb89ad59e8,Mucosal,1.041245378,0.171576552,91,18,2.48E-07,1.21E-05,Jejunum
121,Type,76d6be90e19a660c9a84b35fa31d801c,Mucosal,1.488816228,0.280253668,91,56,3.17E-06,9.06E-05,Jejunum
161,Type,6f0b4058c92e83c77533a218739a0e38,Mucosal,1.247984725,0.283659151,91,30,3.20E-05,0.000609565,Jejunum
181,Type,a172874a13d3e6df1391f0797d95d6bc,Mucosal,0.744930382,0.181660705,91,18,0.000184187,0.002984939,Jejunum
191,Type,bbf6f74f140636ff3f33ef2bc3d892a3,Mucosal,-0.691744924,0.174025071,91,38,0.000269583,0.00385279,Jejunum
201,Type,c8433912bf1d2d7d9dd177739211ae41,Mucosal,0.94358485,0.252289724,91,30,0.000337382,0.004558081,Jejunum
221,Type,f0deb5bac19f248fce27d93d918d3464,Mucosal,-0.650196997,0.192778747,91,16,0.001132541,0.011771559,Jejunum
241,Type,2f65298490e0fe48b880145471ec54eb,Mucosal,-0.62153607,0.18793102,91,91,0.00188502,0.017014785,Jejunum
271,Type,f7040b791e2687141adc7be4ad81afd4,Mucosal,-0.579620297,0.182848321,91,44,0.002760725,0.022021598,Jejunum
281,Type,f5bf4e20e8a4c371b702c2cf491f56e8,Mucosal,0.531527143,0.184142767,91,19,0.005968235,0.039918844,Jejunum
291,Type,204736c3bd4a4c1f840e9fc99a5155d2,Mucosal,0.367561605,0.127759984,91,30,0.006168218,0.039918844,Jejunum
NA.14,NA,b92f84c206887ecd667f142dd3606ac3,NA,0,NA,NA,NA,NA,100,Jejunum
351,Type,89c209abd89a5232343a4c87c93cb4ea,Mucosal,-0.659756462,0.310940039,91,77,0.039345215,0.174340242,Jejunum
331,Type,eee9bab26577ab7978a3c7bb4a082922,Mucosal,-0.73750014,0.323287354,91,38,0.027286097,0.132872746,Jejunum
NA.21,NA,178d4eb06bd14fca2d3c300f9f05e384,NA,0,NA,NA,NA,NA,100,Jejunum
301,Type,9ff8565480eb4d1ae1feec02a0dfce35,Mucosal,-0.569749637,0.222272621,91,80,0.013910819,0.080871369,Jejunum
31,Type,ad4e760fa406db6470c29766422a47d2,Mucosal,0.614265018,0.263155444,91,41,0.022000842,0.11791076,Jejunum
NA.41,NA,87ab9c664033e00f6b64f2afc71a6d90,NA,0,NA,NA,NA,NA,100,Jejunum
47,Type,6f06d4c3412c12274598b1a4bc468d3a,Mucosal,0.045440356,0.253742836,91,10,0.858645178,0.957010125,Jejunum
321,Type,48082d1ff66a9207ede6bf05e9846d6e,Mucosal,-0.447480758,0.191246138,91,87,0.023722059,0.120664552,Jejunum
NA.51,NA,5167710b7280856d9e512a4f58068687,NA,0,NA,NA,NA,NA,100,Jejunum
36,Type,2e11ee45d4ccab0775222da825d3bd42,Mucosal,0.315401017,0.168018347,91,59,0.067338628,0.251055972,Jejunum
NA.71,NA,dcd0c235615b718f89bb8cc76b5a627f,NA,0,NA,NA,NA,NA,100,Jejunum
NA.81,NA,9558d82710beac18e454f983c9db7cca,NA,0,NA,NA,NA,NA,100,Jejunum
NA.91,NA,cb48af0355580e3a4cfe6d22f05b6b14,NA,0,NA,NA,NA,NA,100,Jejunum
451,Type,e8ed0e081283c5963ce9860944f651c6,Mucosal,-0.141989666,0.224556567,91,33,0.528921466,0.79570203,Jejunum
49,Type,7186c67c129c329bce7d6c988267b231,Mucosal,-0.008458209,0.172639445,91,20,0.961144311,0.981912337,Jejunum
NA.101,NA,46864a6aa122ecb439eb59a3c0542ee6,NA,0,NA,NA,NA,NA,100,Jejunum
NA.111,NA,1e65ef9ba16ebcd3b8413c31e58cada1,NA,0,NA,NA,NA,NA,100,Jejunum
461,Type,f9130f059b9380b9961aef118b3a529e,Mucosal,-0.067121728,0.213879201,91,65,0.754437482,0.92238973,Jejunum
441,Type,f745d265f36ea7eac26d97280e690796,Mucosal,-0.190512808,0.269555062,91,59,0.483459648,0.753757542,Jejunum
42,Type,5adc2daa2981bc07e21b14d53496ff67,Mucosal,0.48344553,0.365292243,91,25,0.192086174,0.463982801,Jejunum
40,Type,fbbeae3dceada6928b2cdc472f5d9901,Mucosal,0.459884683,0.340283671,91,46,0.183711351,0.453330887,Jejunum
212,Type,4c8288bfbd76958c0c094d87b97650f8,Mucosal,3.107619009,0.43971875,92,58,4.30E-10,6.92E-08,Ileum
410,Type,c42634f8d1aad4956aa9638465e86565,Mucosal,-1.506795302,0.230462887,92,92,4.88E-08,3.14E-06,Ileum
112,Type,b3ef12a80d40902556c2fd4de5924438,Mucosal,-1.67643139,0.170205382,92,30,1.22E-12,3.93E-10,Ileum
52,Type,3bffd5a2b1cf48b46d1e51628c3551fc,Mucosal,-1.135445204,0.181265766,92,59,1.65E-07,8.86E-06,Ileum
322,Type,028e2c1b650e2e2b5847154a153e0166,Mucosal,0.516662619,0.290470841,92,22,0.081783191,0.289386676,Ileum
122,Type,f5fb42e8863737981eb6e04a3de22e29,Mucosal,-0.904305994,0.191887131,92,88,2.49E-05,0.00050109,Ileum
162,Type,49e9cee41713f4c00f8b171ecaff09b5,Mucosal,-0.647522028,0.164967201,92,20,0.000290615,0.004456091,Ileum
NA2,NA,eca7ea65dbc52bdbc9ade7f98e109a1e,NA,0,NA,NA,NA,NA,100,Ileum
252,Type,37e0f2e7c7ab2a2f738b92a61085aec0,Mucosal,-0.444683549,0.182968683,92,53,0.019006027,0.122398816,Ileum
310,Type,6d5171bbc6ef97262119e6d152d82164,Mucosal,2.357785795,0.323871291,92,69,4.57E-09,4.91E-07,Ileum
232,Type,a5641950b2a3a47827849d91242f0ead,Mucosal,-0.584732754,0.202278197,92,50,0.005921432,0.050176347,Ileum
282,Type,235c319ab46f87d377a28a34ba10bfa1,Mucosal,0.376372019,0.198007684,92,87,0.063658838,0.259858014,Ileum
72,Type,b3111baca54677926264de26b4a9bf7a,Mucosal,-1.187456931,0.218642496,92,28,2.48E-06,9.96E-05,Ileum
NA.15,NA,a30dd65fa0f17c9ffe88b70cc66d024b,NA,0,NA,NA,NA,NA,100,Ileum
192,Type,5ae5ad642b9c2cc68c4fc59e4902ff63,Mucosal,-0.808360199,0.227628335,92,89,0.000921542,0.010232298,Ileum
242,Type,2ce5f984c303607afe63f839e492f57b,Mucosal,-0.575251087,0.223944888,92,85,0.013611966,0.099614841,Ileum
62,Type,292a57429f3bed0adc53c07dc4c62c9f,Mucosal,0.960255512,0.160186584,92,41,3.11E-07,1.43E-05,Ileum
132,Type,762fd96b2d1336974fba68fedd33fefa,Mucosal,1.098070275,0.239616293,92,41,3.74E-05,0.000709261,Ileum
NA.32,NA,861fb4882b4c65b68e5998bb89ad59e8,NA,0,NA,NA,NA,NA,100,Ileum
82,Type,76d6be90e19a660c9a84b35fa31d801c,Mucosal,1.349822947,0.261631453,92,67,5.56E-06,0.000178906,Ileum
392,Type,6f0b4058c92e83c77533a218739a0e38,Mucosal,0.210149795,0.217845676,92,18,0.339616459,0.656934703,Ileum
302,Type,a172874a13d3e6df1391f0797d95d6bc,Mucosal,0.328950965,0.176137495,92,28,0.068823161,0.273593307,Ileum
222,Type,bbf6f74f140636ff3f33ef2bc3d892a3,Mucosal,-0.63829943,0.219243348,92,41,0.005619705,0.048906619,Ileum
113,Type,c8433912bf1d2d7d9dd177739211ae41,Mucosal,1.120971811,0.232285774,92,41,1.82E-05,0.00040605,Ileum
272,Type,f0deb5bac19f248fce27d93d918d3464,Mucosal,-0.350926864,0.165165759,92,11,0.039043679,0.190485828,Ileum
102,Type,2f65298490e0fe48b880145471ec54eb,Mucosal,-0.840191356,0.172830381,92,92,1.47E-05,0.000363145,Ileum
412,Type,f7040b791e2687141adc7be4ad81afd4,Mucosal,-0.113070002,0.2004135,92,51,0.575364221,0.819458205,Ileum
292,Type,f5bf4e20e8a4c371b702c2cf491f56e8,Mucosal,0.37117172,0.195178595,92,25,0.063753985,0.259858014,Ileum
142,Type,204736c3bd4a4c1f840e9fc99a5155d2,Mucosal,0.620438111,0.139421238,92,40,5.82E-05,0.001040639,Ileum
92,Type,b92f84c206887ecd667f142dd3606ac3,Mucosal,1.052774775,0.212599773,92,35,1.07E-05,0.000314365,Ileum
152,Type,89c209abd89a5232343a4c87c93cb4ea,Mucosal,-0.982359302,0.230620859,92,66,0.000107851,0.001736404,Ileum
182,Type,eee9bab26577ab7978a3c7bb4a082922,Mucosal,-0.903997211,0.245597413,92,33,0.000627448,0.00808153,Ileum
202,Type,178d4eb06bd14fca2d3c300f9f05e384,Mucosal,-0.642871659,0.210945643,92,86,0.003787097,0.034841293,Ileum
213,Type,9ff8565480eb4d1ae1feec02a0dfce35,Mucosal,-0.829658245,0.278225726,92,82,0.004633422,0.041443388,Ileum
262,Type,ad4e760fa406db6470c29766422a47d2,Mucosal,0.551032775,0.24646917,92,49,0.028023126,0.158306079,Ileum
NA.52,NA,87ab9c664033e00f6b64f2afc71a6d90,NA,0,NA,NA,NA,NA,100,Ileum
NA.62,NA,6f06d4c3412c12274598b1a4bc468d3a,NA,0,NA,NA,NA,NA,100,Ileum
431,Type,48082d1ff66a9207ede6bf05e9846d6e,Mucosal,-0.094684459,0.197183232,92,88,0.633418689,0.835904991,Ileum
NA.72,NA,5167710b7280856d9e512a4f58068687,NA,0,NA,NA,NA,NA,100,Ileum
422,Type,2e11ee45d4ccab0775222da825d3bd42,Mucosal,0.085847959,0.168464583,92,71,0.613130529,0.835106017,Ileum
NA.92,NA,dcd0c235615b718f89bb8cc76b5a627f,NA,0,NA,NA,NA,NA,100,Ileum
NA.102,NA,9558d82710beac18e454f983c9db7cca,NA,0,NA,NA,NA,NA,100,Ileum
NA.112,NA,cb48af0355580e3a4cfe6d22f05b6b14,NA,0,NA,NA,NA,NA,100,Ileum
312,Type,e8ed0e081283c5963ce9860944f651c6,Mucosal,-0.379061385,0.212375517,92,45,0.080850547,0.289386676,Ileum
352,Type,7186c67c129c329bce7d6c988267b231,Mucosal,0.207457716,0.167758887,92,14,0.219666398,0.523945038,Ileum
462,Type,46864a6aa122ecb439eb59a3c0542ee6,Mucosal,-0.033677079,0.199796119,92,43,0.866900932,0.926576796,Ileum
NA.121,NA,1e65ef9ba16ebcd3b8413c31e58cada1,NA,0,NA,NA,NA,NA,100,Ileum
442,Type,f9130f059b9380b9961aef118b3a529e,Mucosal,0.081912513,0.199800998,92,70,0.683798067,0.853631911,Ileum
382,Type,f745d265f36ea7eac26d97280e690796,Mucosal,-0.240865838,0.250327219,92,45,0.34136354,0.656934703,Ileum
452,Type,5adc2daa2981bc07e21b14d53496ff67,Mucosal,0.093274209,0.265469824,92,25,0.726937295,0.870162859,Ileum
372,Type,fbbeae3dceada6928b2cdc472f5d9901,Mucosal,-0.318474117,0.32177061,92,34,0.327516874,0.65099033,Ileum
611,Type,4c8288bfbd76958c0c094d87b97650f8,Mucosal,2.146867343,0.447762687,95,40,6.67E-06,0.000208132,Cecum
3011,Type,c42634f8d1aad4956aa9638465e86565,Mucosal,-0.326615139,0.177201485,95,93,0.071703069,0.244488982,Cecum
NA11,NA,b3ef12a80d40902556c2fd4de5924438,NA,0,NA,NA,NA,NA,100,Cecum
2101,Type,3bffd5a2b1cf48b46d1e51628c3551fc,Mucosal,-0.84794225,0.13997884,95,34,2.26E-07,1.29E-05,Cecum
NA.131,NA,028e2c1b650e2e2b5847154a153e0166,NA,0,NA,NA,NA,NA,100,Cecum
2411,Type,f5fb42e8863737981eb6e04a3de22e29,Mucosal,-0.242193859,0.11120693,95,95,0.034524517,0.161966907,Cecum
2611,Type,49e9cee41713f4c00f8b171ecaff09b5,Mucosal,-0.287954481,0.136478486,95,69,0.040264656,0.174819962,Cecum
NA.211,NA,eca7ea65dbc52bdbc9ade7f98e109a1e,NA,0,NA,NA,NA,NA,100,Cecum
2311,Type,37e0f2e7c7ab2a2f738b92a61085aec0,Mucosal,-0.219815009,0.099328902,95,78,0.031929694,0.154251903,Cecum
711,Type,6d5171bbc6ef97262119e6d152d82164,Mucosal,1.266960934,0.291465173,95,37,7.46E-05,0.001598328,Cecum
4511,Type,a5641950b2a3a47827849d91242f0ead,Mucosal,-0.05246404,0.13217761,95,92,0.693266082,0.871936666,Cecum
2111,Type,235c319ab46f87d377a28a34ba10bfa1,Mucosal,-0.231702619,0.103574032,95,93,0.030140283,0.152031133,Cecum
411,Type,b3111baca54677926264de26b4a9bf7a,Mucosal,-0.142142173,0.139497423,95,68,0.313601465,0.578308078,Cecum
NA.311,NA,a30dd65fa0f17c9ffe88b70cc66d024b,NA,0,NA,NA,NA,NA,100,Cecum
1611,Type,5ae5ad642b9c2cc68c4fc59e4902ff63,Mucosal,-0.401232146,0.137867447,95,91,0.005569113,0.047755141,Cecum
NA.511,NA,2ce5f984c303607afe63f839e492f57b,NA,0,NA,NA,NA,NA,100,Cecum
1911,Type,292a57429f3bed0adc53c07dc4c62c9f,Mucosal,0.326138821,0.143173804,95,76,0.027429059,0.147002612,Cecum
332,Type,762fd96b2d1336974fba68fedd33fefa,Mucosal,0.226641467,0.162170669,95,80,0.168894195,0.415032602,Cecum
NA.611,NA,861fb4882b4c65b68e5998bb89ad59e8,NA,0,NA,NA,NA,NA,100,Cecum
3811,Type,76d6be90e19a660c9a84b35fa31d801c,Mucosal,-0.170261674,0.144766837,95,94,0.24557526,0.504385116,Cecum
2011,Type,6f0b4058c92e83c77533a218739a0e38,Mucosal,0.610704971,0.270882402,95,18,0.028871546,0.150044549,Cecum
1211,Type,a172874a13d3e6df1391f0797d95d6bc,Mucosal,-0.395506543,0.10715197,95,61,0.000585831,0.008736526,Cecum
1101,Type,bbf6f74f140636ff3f33ef2bc3d892a3,Mucosal,-0.659281659,0.097301496,95,66,2.05E-08,3.51E-06,Cecum
1311,Type,c8433912bf1d2d7d9dd177739211ae41,Mucosal,-0.523824624,0.150504502,95,73,0.001095973,0.014458418,Cecum
341,Type,f0deb5bac19f248fce27d93d918d3464,Mucosal,-0.158611422,0.117550111,95,10,0.183741268,0.425832803,Cecum
391,Type,2f65298490e0fe48b880145471ec54eb,Mucosal,-0.194631192,0.167258221,95,95,0.250830007,0.50908102,Cecum
NA.711,NA,f7040b791e2687141adc7be4ad81afd4,NA,0,NA,NA,NA,NA,100,Cecum
4611,Type,f5bf4e20e8a4c371b702c2cf491f56e8,Mucosal,-0.077435009,0.271758915,95,49,0.776950759,0.904316835,Cecum
1111,Type,204736c3bd4a4c1f840e9fc99a5155d2,Mucosal,0.588013423,0.151164023,95,69,0.000317595,0.005187381,Cecum
2711,Type,b92f84c206887ecd667f142dd3606ac3,Mucosal,-0.218096741,0.109429491,95,78,0.05213,0.210359882,Cecum
401,Type,89c209abd89a5232343a4c87c93cb4ea,Mucosal,-0.307622706,0.271175491,95,15,0.262417064,0.523308447,Cecum
1711,Type,eee9bab26577ab7978a3c7bb4a082922,Mucosal,-0.487286863,0.201051472,95,24,0.019353478,0.116460405,Cecum
811,Type,178d4eb06bd14fca2d3c300f9f05e384,Mucosal,0.545629763,0.125016992,95,88,7.02E-05,0.001598328,Cecum
471,Type,9ff8565480eb4d1ae1feec02a0dfce35,Mucosal,-0.047764098,0.28654736,95,75,0.868338852,0.948702204,Cecum
361,Type,ad4e760fa406db6470c29766422a47d2,Mucosal,-0.85863917,0.13927035,95,82,1.52E-07,1.29E-05,Cecum
511,Type,87ab9c664033e00f6b64f2afc71a6d90,Mucosal,-0.62612327,0.112634158,95,17,1.26E-06,6.19E-05,Cecum
911,Type,6f06d4c3412c12274598b1a4bc468d3a,Mucosal,1.562616463,0.401265851,95,10,0.000192782,0.003673575,Cecum
1011,Type,48082d1ff66a9207ede6bf05e9846d6e,Mucosal,-0.489975018,0.122490522,95,93,0.000226866,0.003900688,Cecum
1411,Type,5167710b7280856d9e512a4f58068687,Mucosal,0.592581435,0.18909959,95,17,0.00299421,0.031280103,Cecum
4411,Type,2e11ee45d4ccab0775222da825d3bd42,Mucosal,0.039906525,0.087218283,95,91,0.649428381,0.860053801,Cecum
NA.811,NA,dcd0c235615b718f89bb8cc76b5a627f,NA,0,NA,NA,NA,NA,100,Cecum
NA.911,NA,9558d82710beac18e454f983c9db7cca,NA,0,NA,NA,NA,NA,100,Cecum
NA.1011,NA,cb48af0355580e3a4cfe6d22f05b6b14,NA,0,NA,NA,NA,NA,100,Cecum
371,Type,e8ed0e081283c5963ce9860944f651c6,Mucosal,0.175664665,0.143752523,95,88,0.227850965,0.488455507,Cecum
1811,Type,7186c67c129c329bce7d6c988267b231,Mucosal,-0.291350491,0.124454825,95,43,0.023620689,0.13281797,Cecum
311,Type,46864a6aa122ecb439eb59a3c0542ee6,Mucosal,0.217085326,0.142034451,95,88,0.133108918,0.359498887,Cecum
2511,Type,1e65ef9ba16ebcd3b8413c31e58cada1,Mucosal,0.344527985,0.161155351,95,83,0.037802923,0.168652722,Cecum
2911,Type,f9130f059b9380b9961aef118b3a529e,Mucosal,-0.173751647,0.08900818,95,91,0.056993851,0.219833502,Cecum
3511,Type,f745d265f36ea7eac26d97280e690796,Mucosal,0.317408981,0.247265111,95,16,0.205578901,0.448000539,Cecum
NA.1111,NA,5adc2daa2981bc07e21b14d53496ff67,NA,0,NA,NA,NA,NA,100,Cecum
2811,Type,fbbeae3dceada6928b2cdc472f5d9901,Mucosal,-0.52391052,0.265106109,95,35,0.054035461,0.215513526,Cecum
103,Type,4c8288bfbd76958c0c094d87b97650f8,Mucosal,2.321499427,0.444130757,95,41,1.17E-06,3.34E-05,Proximal_Colon
73,Type,c42634f8d1aad4956aa9638465e86565,Mucosal,-1.0628771,0.160846305,95,94,3.59E-08,1.37E-06,Proximal_Colon
NA3,NA,b3ef12a80d40902556c2fd4de5924438,NA,0,NA,NA,NA,NA,100,Proximal_Colon
93,Type,3bffd5a2b1cf48b46d1e51628c3551fc,Mucosal,-0.76004282,0.130149437,95,39,5.03E-07,1.57E-05,Proximal_Colon
373,Type,028e2c1b650e2e2b5847154a153e0166,Mucosal,0.625767271,0.281542378,95,10,0.031081836,0.131618147,Proximal_Colon
432,Type,f5fb42e8863737981eb6e04a3de22e29,Mucosal,0.115287913,0.116524954,95,94,0.327630948,0.620869698,Proximal_Colon
482,Type,49e9cee41713f4c00f8b171ecaff09b5,Mucosal,0.021104677,0.111578492,95,75,0.850794871,0.967618789,Proximal_Colon
NA.16,NA,eca7ea65dbc52bdbc9ade7f98e109a1e,NA,0,NA,NA,NA,NA,100,Proximal_Colon
133,Type,37e0f2e7c7ab2a2f738b92a61085aec0,Mucosal,0.410671725,0.083175763,95,78,1.06E-05,0.000213667,Proximal_Colon
