	Mouse5A.DTT29	Mouse5A.FP28	Mouse6A.DTT35	Mouse1B.DTT18	Mouse3A.FP16	Mouse7A.FP40	Mouse1A.FP05	Mouse3A.FP17	Mouse2A.FP11	Mouse3A.FP18	Mouse5A.DTT30	Mouse5A.DTT28	Mouse4A.FP22	Mouse4A.FP23	Mouse6A.FP35	Mouse7A.DTT41	Mouse4A.DTT22	Mouse1A.FP06	Mouse7A.DTT42	Mouse1B.DTT16	Mouse1A.FP04	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse6A.DTT34	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse5A.FP30	Mouse4A.FP24	Mouse4A.DTT24	Mouse1B.DTT17	Mouse6A.DTT36	Mouse4A.DTT23	Mouse7A.DTT40	Mouse9A.DTT100	Mouse9A.DTT101	Mouse8A.DTT90	Mouse10A.DTT113	Mouse9A.DTT102	Mouse10A.DTT112	Mouse10A.DTT114	Mouse10A.FP113	Mouse9A.FP102	Mouse9A.FP101	Mouse10A.FP112	Mouse8A.FP90	Mouse10A.FP114	Mouse8A.DTT88	Mouse8A.DTT89	Mouse8A.FP89	Mouse9A.FP100	Mouse8A.FP88
Mouse5A.DTT30	0.25164004185814987	1.3745303731785765	0.21320395027996022	2.0274028750082684	0.7179143193766829	1.6589717952064964	0.3795872494273555	1.7831972779856622	0.8079767333271192	2.1154098703185875	0.0	1.7424302067069937	1.4445881913572474	1.3185370497514712	1.002583397466502	0.7028466345060355	1.1463352303398935	0.7715387152557561	0.6458077594351267	0.9502806505461899	0.45180476262778996	0.3546640028166002	0.74558594607172	0.25589251781072675	0.39876559643335996	0.7822863914027732	1.946326021961726	0.22165271242266685	0.8381442076885238	0.40530079441056427	1.0959540102401686	0.7993692561514802	2.2408199083220035	0.5958930034877212	0.5424547935731686	1.5808713247396224	2.51954692866609	2.299916476628273	1.9699016592098182	1.0979522008599059	2.2869480224706353	2.3738389838133838	2.6114445216840316	1.1534368626230056	3.0221381324177803	2.683962780958745	3.0036268649020306	1.5731622379638506	1.9690580643913953	1.2988987807546084	1.4537915085101458	2.2490279920755634	2.2684377972227248	1.4152164146624175
Mouse5A.DTT28	1.9221227296100514	2.7382126256074693	1.5610086277031092	0.37600629569382754	1.0777656285612591	0.16492189156940093	1.3638310748312537	0.12521300687227863	2.538441466668713	0.38423779698099264	1.7424302067069937	0.0	2.3325521450866535	2.278961907808701	0.8935840527907044	2.268498357740051	2.492182559651875	2.1749158275666534	1.1060293004829647	0.8030367991873467	1.453566717019863	2.0865368221848044	2.460448637442926	1.9118986325291945	1.693597720342639	2.130301706407758	0.30352653121176854	1.8566792357438906	2.4853275767214824	2.1152694952359563	2.166363846561559	0.9453063587342843	0.5373790194180253	2.2395561999769664	1.5807887342645581	0.2151200103221557	3.419560838343578	3.055907008396902	1.7389830531909478	1.148920513941305	2.9943420669541116	0.694085766363061	0.9008152649727489	1.377413735541255	3.1292489470480174	3.1617130970730773	1.2612726052631487	2.683601775224631	1.1185605730890729	1.8399677884774008	2.606533190946814	1.4062273556028522	3.0799246198840295	2.4641261056480266
Mouse4A.FP22	1.2594257149314727	0.7255502475856808	1.40328079181573	2.424687048225645	1.5123071060398778	2.34850445929293	1.5379204223846321	2.4154507550330298	1.5039121961817612	2.625555898020985	1.4445881913572474	2.3325521450866535	0.0	0.14296876596981045	2.074321717925724	0.9865866550832862	0.6180574465901411	0.8207886951980756	1.5399799775545955	1.738124397860486	1.2061808573078747	1.3746642200453347	1.363337788648998	1.2429912985552065	1.0949491891924172	0.7388258081444543	2.3595872646581384	1.403594057987708	1.169138215107677	1.3065031969125818	0.39379544360078456	1.669721414178577	2.6225606376509716	1.140269301132307	1.058036106330133	2.2840467373594913	3.7890194915736455	3.5795027901621577	3.1884417357414816	2.341735236345906	3.540639900327052	3.017901442161202	3.1511973763014636	2.470973648187437	4.287456532007887	3.983948978989578	3.4168938507857827	2.9005882880730463	3.0511391601220414	2.645890106746068	2.756791313772426	3.315576469330264	3.582234870648121	2.7519970203213138
Mouse4A.FP23	1.12945177512812	0.6463075523800528	1.2875882894265973	2.3919194042487657	1.4151586638494036	2.285683495213268	1.426166072867977	2.3614543470247003	1.382127897273215	2.585205198902233	1.3185370497514712	2.278961907808701	0.14296876596981045	0.0	1.981118685717775	0.8575901840112362	0.5202652061717414	0.6797684170419721	1.4427028843988672	1.6527361464165105	1.095457668452903	1.2440694154335217	1.239326060425232	1.1134051346083558	0.9691889068475305	0.6199212960358523	2.323242060029782	1.2840835882260517	1.0514981529006722	1.1723651875096506	0.25203046957695197	1.580197881485524	2.5926880227115294	1.0129939288903052	0.9399311711956886	2.221674258630346	3.6818315427310293	3.476508141860171	3.1003489296839812	2.2374858614797604	3.441966288507098	2.969002089866609	3.1154337927024267	2.3642131596498923	4.196867271104943	3.8840452425446865	3.3913670460967666	2.7832768140443163	2.969426520047138	2.540116241501737	2.641888065152652	3.240709578168733	3.4734535757794283	2.6376164650886538
Mouse6A.FP35	1.2329561774530011	2.264268123063791	0.8603879383515116	1.2346078437679073	0.6184364084587843	0.7720166299920453	0.6529205817906637	0.8926758632025038	1.786033677960633	1.2419154531561556	1.002583397466502	0.8935840527907044	2.074321717925724	1.981118685717775	0.0	1.6562023206288412	2.0088408790567005	1.6470503899692102	0.5443830056837382	0.4474615459291721	0.9175896140590317	1.3519537226577591	1.7395970937992213	1.2292243909440974	1.1307282804390864	1.6119418461829351	1.162575754396622	1.117447432978178	1.8204271000024326	1.4071539051216435	1.8044496982515887	0.41638876770417166	1.4236962690436807	1.5751853842226435	1.1028810614109013	0.6891442758735871	2.6153812772214895	2.2854199510525266	1.2832372171403204	0.36031205087024837	2.2437344090383253	1.4204907226245391	1.6780290336001222	0.5813100678209978	2.606734843172557	2.4830968699499922	2.104589457994322	1.8113052957758653	1.0147594569362732	1.0377249237769028	1.7320473636630758	1.3349713191603607	2.2860059145296554	1.59769505548237
Mouse7A.DTT41	0.45136481756630253	0.6965271785842257	0.7990401572797847	2.493415820705759	1.2186051513769989	2.217434463280198	1.0065958140064228	2.3264744433140074	0.5391870204675367	2.6283764924801147	0.7028466345060355	2.268498357740051	0.9865866550832862	0.8575901840112362	1.6562023206288412	0.0	0.4922461641604531	0.2885332251286248	1.1888342345089389	1.49080072224473	0.8188771473214947	0.45498372412031624	0.39277675530447165	0.4474661824533416	0.5923435312644045	0.3110793300410695	2.414907479033821	0.6259726696168777	0.2694645089788454	0.38027855630490137	0.6600515944616798	1.357373580889058	2.710924003997585	0.1712122460339979	0.7296808600434567	2.1399622019816738	2.9041402620627004	2.7418478446112515	2.620893812246457	1.7954024793568668	2.7304455755604544	2.9426069855707824	3.1497462378466508	1.8487611251359553	3.58170210438844	3.187555620133746	3.5082975106833896	1.9896651198693018	2.6444351257160292	1.9209866408450105	1.8555256527620905	2.9100480106107827	2.7134771880651036	1.874635463271272
Mouse4A.DTT22	0.905950122685808	0.3160990274598419	1.1878211760418214	2.6605774599679823	1.5055847219861804	2.4697952602572557	1.3811867487057516	2.560583703439832	0.9362002100208271	2.8280894088538147	1.1463352303398935	2.492182559651875	0.6180574465901411	0.5202652061717414	2.0088408790567005	0.4922461641604531	0.0	0.4695613021490168	1.4969066597666172	1.7707419779966453	1.1135675360020647	0.9428908534451447	0.8050413672150785	0.8962741973843006	0.9148574567842384	0.40229787754746454	2.5875810481377886	1.0633108682177184	0.5908192710773361	0.87055364814344	0.4524547082904845	1.6563709691890118	2.8745557405060884	0.6503812170598384	0.9815143638593683	2.393858072003685	3.3288939987849013	3.166866723477407	3.018787536496458	2.200516309830749	3.144946686841551	3.182240542814438	3.357190512012647	2.276001577052655	3.9952389062894875	3.6153745243480855	3.681699825814232	2.4455413899558485	3.005942578670399	2.360704962251422	2.30426727534832	3.264765754779718	3.1527570450268736	2.3290708834355742
Mouse1A.FP06	0.5477119615160253	0.6360954990342322	0.8346523494116226	2.386841128075556	1.1309239342816435	2.132405511659756	1.0061036878225087	2.245979956342868	0.7999923199988572	2.53310644449837	0.7715387152557561	2.1749158275666534	0.8207886951980756	0.6797684170419721	1.6470503899692102	0.2885332251286248	0.4695613021490168	0.0	1.1374284729813562	1.4126016706019089	0.7493962043447919	0.6270377621754459	0.6529470552339359	0.5381689501548456	0.5175345795231039	0.31982724095072834	2.305758922668966	0.763991691507697	0.5387857854904541	0.5318387302899876	0.4446883038980424	1.3082216276549885	2.597094361451899	0.42844181589928176	0.5976657503779902	2.067349119543632	3.13717505338903	2.961132110421836	2.717464163208951	1.8185380751001756	2.9493134539308645	2.8602342487569232	3.065140336975966	1.911076435409043	3.755526147024036	3.388016208512604	3.395098551813336	2.2025555373126604	2.657585271047219	2.0576373155419363	2.0742909734210078	2.9472747484090007	2.9294992448944233	2.0787396962486904
Mouse7A.DTT42	0.8166784272520347	1.7459548917940708	0.46489701547280365	1.3845836702875423	0.1565132144891513	1.0367368211372212	0.2837519420185182	1.1562272087189849	1.4369291768304084	1.4790138207944052	0.6458077594351267	1.1060293004829647	1.5399799775545955	1.4427028843988672	0.5443830056837382	1.1888342345089389	1.4969066597666172	1.1374284729813562	0.0	0.3156911305484447	0.38996678599245793	0.9826436194920676	1.3563538388968719	0.8070328703263363	0.623799051874518	1.11030568763486	1.301996692348596	0.7716424518930913	1.3929190757450816	1.0094862244559766	1.2630855984348324	0.17474314463803944	1.5965085135969175	1.1432267185500145	0.5682894761994299	0.9606520430926777	2.829908806316204	2.537986508443758	1.7692510046143073	0.8205482445187284	2.501177082029706	1.7616776232207811	1.9885374473099435	0.9997516010827556	3.023805453176369	2.8218951346340844	2.365727733879079	1.940443924063457	1.5514487660296268	1.3482672950032606	1.8332871051294972	1.859843853105851	2.5318226201512544	1.7402457192259728
Mouse1B.DTT16	1.1272894920694156	2.0124717533185565	0.7782042836860356	1.0996079094586795	0.28661128627077626	0.7310169159598707	0.5784550112793642	0.8611924609631945	1.7490813865829555	1.1824529104636268	0.9502806505461899	0.8030367991873467	1.738124397860486	1.6527361464165105	0.4474615459291721	1.49080072224473	1.7707419779966453	1.4126016706019089	0.3156911305484447	0.0	0.6751191793074066	1.2926187643905724	1.6686472119689786	1.1178227690729565	0.9103292526224323	1.3948335672735674	1.0134049666402978	1.0841289584708578	1.7035777000234285	1.3163489299504865	1.4904046458053237	0.18917700082916591	1.3027962024940603	1.453768993182525	0.8195345278002576	0.6683872242397679	2.9859795544838956	2.672035568616284	1.7173621493000462	0.7757741198561778	2.630757001947696	1.4615341863489077	1.6945168033791511	1.0073033291240292	3.0433956319051876	2.9044591889477	2.0614936975571077	2.12872377570279	1.3674873728307777	1.4386715883491166	2.0339990989277164	1.6967564278917207	2.6698894200201577	1.921966021942301
Mouse1A.FP04	0.512811552192038	1.356635261633673	0.31068291168100176	1.6968656383358682	0.40567128094802113	1.4007356838769789	0.3436950189270418	1.5148086113327475	1.144550861967787	1.8197789252594399	0.45180476262778996	1.453566717019863	1.2061808573078747	1.095457668452903	0.9175896140590317	0.8188771473214947	1.1135675360020647	0.7493962043447919	0.38996678599245793	0.6751191793074066	0.0	0.7056614802770942	1.0411849668917783	0.49804367812368233	0.2452319571592834	0.7352372619548984	1.6147225676010786	0.5567049290589048	1.0451554792360975	0.7041455471531595	0.8967362803138491	0.558977161895926	1.9110343721031045	0.7999251758489467	0.20712567234820342	1.3286488929339741	2.901629185327972	2.646507726933579	2.077587350603801	1.1454831373061531	2.616923001394633	2.1284752785155048	2.3425282311174396	1.2843856636390731	3.2550101214295992	2.9891582715565757	2.699724722902258	1.9772030932956037	1.930060410612293	1.5452408884652717	1.8564932278940696	2.2279056120947875	2.632805456088185	1.7977506324147527
Mouse2A.FP12	0.19751012045459665	1.1446540605950872	0.5303536047449765	2.35842502609175	1.04416351397614	2.008653442376848	0.7298008046761731	2.1291673686755948	0.45911805212476137	2.457120270489635	0.3546640028166002	2.0865368221848044	1.3746642200453347	1.2440694154335217	1.3519537226577591	0.45498372412031624	0.9428908534451447	0.6270377621754459	0.9826436194920676	1.2926187643905724	0.7056614802770942	0.0	0.392056755057434	0.2150870500029765	0.5370046534638564	0.6520243727468915	2.278315838752003	0.2913554178197277	0.5129076262542778	0.11398598122842474	1.0247518347527085	1.1418186837194795	2.57469661636556	0.30457213008324496	0.7146527352810632	1.928858832988249	2.5170999053223366	2.3442992423992686	2.2309357912415515	1.424669209881828	2.3403865402804396	2.7250086571784875	2.956984550731973	1.4459684347350261	3.1751790243904887	2.7777146495485043	3.34697300317345	1.576142856908154	2.2994665832627446	1.4977208239818591	1.4495391971201192	2.5631570350575483	2.305584842764215	1.454155810609645
Mouse2A.FP10	0.5424473086797632	0.9494987524015069	0.9055627361054669	2.7169387309748987	1.4114391496349306	2.3895312657972014	1.115445383515286	2.5050968462075254	0.1477703250556663	2.8272447648678747	0.74558594607172	2.460448637442926	1.363337788648998	1.239326060425232	1.7395970937992213	0.39277675530447165	0.8050413672150785	0.6529470552339359	1.3563538388968719	1.6686472119689786	1.0411849668917783	0.392056755057434	0.0	0.552740824744491	0.8347612499400618	0.6771169334427416	2.638278068795883	0.6385748691798417	0.22452578845802248	0.3695184715004295	1.050377730058839	1.5180994796818372	2.9357306535909524	0.2780295467314661	1.0037708593872723	2.307676574452945	2.5965799850051594	2.4735475280857355	2.553866812405318	1.8053810735066853	2.4765423737095618	3.107243099186297	3.3312961027199077	1.8060030224987558	3.394760408885781	2.947664647780813	3.717772553458832	1.6965064873195035	2.675697703070608	1.788447369787815	1.567609926859095	2.924013945385813	2.4314588754314634	1.6140282435687028
Mouse7A.FP42	0.020020048174347802	1.1222337270101832	0.3770341739230422	2.1723680784427843	0.8590557098472841	1.8426543872640782	0.5822478598303629	1.9607086137971075	0.6483288207071825	2.2812917159986577	0.25589251781072675	1.9118986325291945	1.2429912985552065	1.1134051346083558	1.2292243909440974	0.4474661824533416	0.8962741973843006	0.5381689501548456	0.8070328703263363	1.1178227690729565	0.49804367812368233	0.2150870500029765	0.552740824744491	0.0	0.32646386230444185	0.5504172005352653	2.091823682800113	0.2463147314323412	0.6043103875808348	0.21742536930351	0.8904373555700971	0.9728615195551189	2.388836249995269	0.35392821285494797	0.504437301456303	1.7643364443997793	2.6533896475827654	2.4542182807198376	2.203324295500876	1.3493989568041245	2.4412037991857325	2.565253227123312	2.7903366204424835	1.4059194047254233	3.2234272447099266	2.8638303754327117	3.169297547463457	1.7125149330660192	2.209607448441538	1.5206221020367094	1.5850079987168166	2.4840500660461164	2.424489508427983	1.5699208061092838
Mouse7A.FP41	0.3427472858074782	1.1413217823566513	0.37226397935360117	1.9350468058642087	0.6309688108391275	1.6387921368517664	0.5007911464710808	1.7571241180407318	0.9504043762416494	2.0609728268807683	0.39876559643335996	1.693597720342639	1.0949491891924172	0.9691889068475305	1.1307282804390864	0.5923435312644045	0.9148574567842384	0.5175345795231039	0.623799051874518	0.9103292526224323	0.2452319571592834	0.5370046534638564	0.8347612499400618	0.32646386230444185	0.0	0.5539537040054795	1.8522351308021716	0.4845864630094037	0.8285471631947733	0.5062105359574322	0.7444537018970069	0.7967557950989437	2.147580747070913	0.587439610539143	0.17821055875123099	1.570290621415388	2.910330549597924	2.6844358280212925	2.2478331259671096	1.319757042922506	2.663823510886105	2.368557694425303	2.585430017658342	1.4350452489585377	3.3698623887155237	3.0605273804914543	2.9370440769538106	1.9692556863345405	2.1432954653289213	1.6494238331619748	1.8462231661257182	2.440326359394197	2.660646455547221	1.8096058871672112
Mouse6A.DTT34	0.5643961610529463	0.6920201741715064	0.7960330618692829	2.3185883785271866	1.1350768451796114	2.099924760108826	0.9902579335529011	2.1919080470741226	0.8150396801688029	2.4731071690637494	0.7822863914027732	2.130301706407758	0.7388258081444543	0.6199212960358523	1.6119418461829351	0.3110793300410695	0.40229787754746454	0.31982724095072834	1.11030568763486	1.3948335672735674	0.7352372619548984	0.6520243727468915	0.6771169334427416	0.5504172005352653	0.5539537040054795	0.0	2.2446492181576527	0.7002250039917729	0.5259704896927954	0.6004009019596473	0.4521121848687015	1.2683875282868846	2.537084656586371	0.4242397388377389	0.6387503510402255	2.0187187172175793	3.066179323876486	2.8717345515021595	2.625665015193841	1.807301497083374	2.844274136103244	2.814465299545527	2.9976994864242004	1.8854637604514157	3.644581060102728	3.294726143557502	3.3427067707137303	2.166997135196789	2.604823868159467	1.9902361590750837	2.024995096406472	2.8628182919551235	2.8625288849426855	2.027208905932561
